Hours;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
08:00-09:00;15.40;24.07;39.51;36.07;56.53;39.83;18.04;106.00;495.00;104.68
09:00-10:00;16.83;23.90;39.13;35.52;55.00;39.82;16.97;102.51;490.00;92.13
10:00-11:00;17.54;24.09;42.97;34.96;54.01;39.00;16.07;104.31;495.00;88.72
11:00-12:00;19.22;20.36;39.15;36.54;51.81;37.87;21.46;99.39;445.38;90.66
12:00-13:00;17.59;25.24;38.97;38.06;49.04;34.70;16.04;97.96;447.70;90.10
13:00-14:00;15.01;26.52;36.14;38.08;46.76;33.94;14.76;95.28;495.00;75.24
14:00-15:00;14.62;24.61;32.48;35.24;47.60;33.51;15.80;92.17;476.92;74.22
15:00-16:00;14.91;20.56;32.84;33.46;50.06;33.56;18.11;91.92;489.00;79.70
16:00-17:00;15.66;20.80;32.47;38.08;53.71;34.71;23.97;95.97;485.72;90.55
17:00-18:00;17.11;23.91;37.91;41.35;55.85;36.91;29.05;98.01;529.00;96.09
18:00-19:00;17.84;27.46;38.43;46.82;57.96;37.98;35.12;97.72;508.39;119.45
19:00-20:00;18.00;30.03;33.06;45.09;56.37;37.79;37.33;98.97;486.55;132.14
20:00-21:00;18.31;35.74;33.67;42.93;55.10;37.72;37.74;98.52;480.06;137.31
21:00-22:00;24.65;36.58;35.07;42.13;57.75;41.20;37.15;95.03;481.78;130.13
22:00-23:00;26.51;36.60;34.34;38.12;52.45;38.17;35.37;86.10;461.92;117.72
23:00-24:00;25.22;39.99;27.95;34.63;52.77;35.85;29.48;78.00;425.91;101.00
00:00-01:00;18.66;38.49;27.16;32.34;50.00;35.04;26.03;75.20;378.06;96.36
01:00-02:00;17.57;32.24;26.05;30.36;48.19;33.77;25.07;72.86;345.47;90.53
02:00-03:00;15.79;28.94;25.00;29.08;45.30;32.69;25.07;59.23;334.10;74.74
03:00-04:00;13.85;26.86;25.10;29.51;43.42;32.15;25.10;32.44;335.01;81.49
04:00-05:00;15.49;24.79;26.18;30.37;42.49;32.14;26.51;16.01;371.63;87.95
05:00-06:00;10.13;24.98;31.85;31.46;43.06;26.62;34.64;10.33;421.32;88.05
06:00-07:00;14.67;27.43;34.94;33.50;48.18;26.94;39.27;62.24;433.31;104.79
07:00-08:00;18.28;36.41;40.42;34.92;51.25;30.67;38.12;80.20;434.07;98.24
08:00-09:00;19.81;42.81;44.17;34.71;51.22;34.06;37.68;88.19;419.94;85.07
09:00-10:00;21.64;44.30;44.50;36.06;49.29;32.72;34.95;84.00;379.90;79.71
10:00-11:00;21.92;45.15;43.99;38.04;46.02;30.20;33.66;92.00;389.71;75.23
11:00-12:00;25.91;43.56;40.61;37.10;46.92;36.43;34.28;95.41;422.40;73.90
12:00-13:00;21.77;52.38;38.93;35.97;44.20;34.04;35.00;88.55;385.88;64.34
13:00-14:00;20.37;49.25;36.97;31.91;43.64;27.70;34.65;76.65;332.60;56.62
14:00-15:00;18.74;44.96;33.53;30.34;42.29;32.04;32.84;69.74;288.67;50.83
15:00-16:00;17.75;46.14;31.94;31.29;42.48;26.96;34.00;61.99;297.56;45.68
16:00-17:00;19.14;46.07;32.94;33.04;48.72;25.58;37.41;57.81;356.42;57.42
17:00-18:00;22.63;45.98;34.22;31.00;53.97;33.01;40.80;72.90;403.64;70.72
18:00-19:00;25.51;44.97;35.06;36.62;55.34;35.17;45.56;74.99;425.14;80.70
19:00-20:00;24.62;46.73;33.01;38.97;57.55;38.29;44.76;87.50;438.43;101.75
20:00-21:00;23.92;47.02;30.81;39.10;54.98;37.97;41.01;88.11;436.13;93.17
21:00-22:00;31.80;44.62;34.13;39.71;58.12;43.72;40.05;85.50;426.03;96.13
22:00-23:00;30.00;42.14;30.88;37.12;56.24;39.11;36.40;75.68;400.04;82.19
23:00-24:00;25.27;42.60;30.36;34.57;49.82;37.80;34.47;77.95;350.00;73.58
00:00-01:00;19.95;37.94;28.50;31.08;47.64;31.15;29.79;53.65;320.07;53.57
01:00-02:00;17.84;32.43;25.69;30.82;45.01;31.61;28.16;42.01;308.18;29.15
02:00-03:00;12.88;28.47;22.08;30.01;42.41;25.98;27.74;15.08;305.01;19.94
03:00-04:00;11.28;27.91;21.39;29.40;42.29;26.65;27.00;0.10;307.55;6.94
04:00-05:00;17.32;21.28;22.21;29.17;42.40;33.08;26.77;28.76;330.00;13.69
05:00-06:00;21.11;18.86;24.06;30.46;41.49;33.15;27.00;42.41;404.90;19.72
06:00-07:00;27.23;19.62;29.42;30.82;42.24;45.23;27.85;76.64;429.92;22.60
07:00-08:00;35.02;18.62;32.05;31.94;42.25;50.06;33.26;93.05;418.80;29.95
08:00-09:00;34.92;25.30;31.02;33.81;43.36;47.94;36.40;89.04;425.05;17.41
09:00-10:00;35.23;30.19;29.80;33.43;42.14;46.20;36.15;91.36;433.21;4.61
10:00-11:00;36.94;35.61;30.43;33.06;43.09;45.30;36.52;93.05;433.21;
11:00-12:00;35.93;40.78;30.12;32.22;45.23;44.00;36.98;94.79;428.48;0.02
12:00-13:00;34.92;43.52;25.06;30.76;42.99;41.00;36.97;90.86;428.48;0.09
13:00-14:00;34.00;49.99;22.54;29.07;40.70;38.69;36.57;85.00;444.45;1.00
14:00-15:00;33.92;44.70;20.65;28.64;41.11;38.03;36.57;79.98;433.55;0.10
15:00-16:00;33.68;35.12;20.66;29.04;42.30;37.52;36.20;78.12;379.05;0.02
16:00-17:00;35.36;31.06;23.37;30.98;42.03;38.02;38.30;90.61;391.55;4.30
17:00-18:00;37.49;31.17;26.01;35.21;51.72;42.56;41.44;94.64;410.00;30.00
18:00-19:00;39.70;32.09;28.95;37.54;54.25;45.94;45.00;96.70;425.05;66.81
19:00-20:00;33.53;37.64;29.86;37.00;56.05;44.08;43.73;96.30;433.17;89.00
20:00-21:00;30.89;45.90;27.70;36.90;56.23;43.44;41.55;91.91;434.03;84.56
21:00-22:00;38.04;47.32;31.29;37.98;58.98;44.60;41.43;90.86;432.89;83.04
22:00-23:00;33.54;46.10;29.42;36.01;56.97;38.37;37.02;85.17;433.21;71.82
23:00-24:00;27.99;48.66;22.56;34.65;50.58;37.06;35.55;79.14;384.91;57.25
00:00-01:00;21.45;39.62;20.77;30.05;43.85;36.27;30.22;74.91;349.96;19.69
01:00-02:00;19.33;43.06;18.32;28.68;42.03;34.93;30.00;71.78;336.48;2.53
02:00-03:00;12.82;34.04;14.57;27.78;41.64;33.89;28.73;64.46;353.67;0.02
03:00-04:00;8.24;29.40;16.05;27.72;39.54;33.13;29.31;59.79;331.32;0.08
04:00-05:00;14.61;25.55;19.68;27.40;43.07;35.11;32.13;76.67;312.28;0.25
05:00-06:00;21.07;28.15;23.44;27.53;53.05;39.21;39.07;89.97;332.98;2.73
06:00-07:00;27.86;36.62;29.08;27.60;58.09;46.95;43.46;97.43;333.37;4.52
07:00-08:00;34.95;44.92;30.08;27.40;59.40;49.14;48.52;101.55;300.78;5.13
08:00-09:00;38.91;53.30;32.38;28.49;58.87;47.95;43.70;97.91;312.78;11.16
09:00-10:00;38.56;54.01;32.87;28.99;57.43;47.13;44.43;93.37;282.74;17.38
10:00-11:00;38.96;58.62;33.32;28.99;58.45;46.92;48.00;90.42;314.50;19.91
11:00-12:00;37.16;57.82;30.60;29.76;56.15;42.07;45.58;89.06;336.82;17.35
12:00-13:00;37.41;59.29;25.58;26.95;55.35;39.90;43.00;78.01;277.80;26.27
13:00-14:00;37.71;52.32;24.32;25.99;55.46;39.46;40.70;74.15;274.39;37.33
14:00-15:00;36.19;46.99;23.50;25.22;55.41;39.04;39.47;70.28;261.10;40.45
15:00-16:00;34.94;46.07;23.60;27.55;55.91;39.30;38.35;70.48;270.11;21.47
16:00-17:00;36.12;45.23;27.71;28.57;57.36;45.38;41.40;77.91;215.90;0.06
17:00-18:00;38.47;45.54;31.92;31.79;59.34;48.81;44.19;90.00;349.84;34.60
18:00-19:00;39.82;49.94;34.67;35.41;62.82;52.64;47.30;93.05;378.91;93.82
19:00-20:00;35.37;56.36;32.73;36.65;59.22;51.96;44.54;96.05;341.56;100.98
20:00-21:00;33.03;59.15;32.25;37.14;56.92;49.19;40.90;94.90;345.59;110.72
21:00-22:00;39.81;54.97;34.94;41.02;57.08;49.00;42.09;91.17;357.55;114.95
22:00-23:00;34.45;52.34;34.70;38.79;51.84;45.19;37.97;81.17;331.77;110.00
23:00-24:00;31.36;53.98;27.53;41.72;46.52;40.02;36.19;72.87;290.06;90.68
00:00-01:00;22.60;44.73;23.82;36.63;44.44;38.87;32.50;70.01;240.80;73.32
01:00-02:00;17.82;42.83;23.00;29.32;42.54;38.12;29.84;66.02;198.77;71.05
02:00-03:00;11.03;36.89;22.00;27.57;42.35;37.28;28.14;60.38;190.63;66.15
03:00-04:00;11.48;35.01;21.91;27.92;42.60;37.90;27.04;57.47;191.51;61.62
04:00-05:00;16.07;32.00;21.79;29.21;43.80;39.10;27.82;56.86;195.28;71.00
05:00-06:00;21.04;33.18;22.01;34.28;52.20;44.03;29.24;62.27;201.72;85.01
06:00-07:00;32.68;38.06;22.47;37.30;57.96;49.98;36.57;70.08;191.90;109.50
07:00-08:00;39.43;43.09;23.53;42.11;59.44;50.98;45.15;75.56;189.51;110.85
08:00-09:00;39.80;55.92;26.87;42.30;57.97;50.23;46.82;73.84;179.62;96.08
09:00-10:00;38.58;54.38;26.77;42.40;56.05;48.78;44.27;70.10;147.72;77.40
10:00-11:00;40.48;53.88;26.42;42.74;56.00;47.70;53.87;66.69;145.08;60.81
11:00-12:00;37.92;52.50;25.42;41.03;53.79;45.00;52.62;60.50;150.30;81.01
12:00-13:00;36.53;54.83;23.09;42.17;51.99;43.14;44.41;48.23;115.69;25.48
13:00-14:00;36.90;51.40;22.94;38.29;52.34;40.52;43.93;30.08;109.89;30.46
14:00-15:00;35.20;49.88;22.65;35.92;52.48;40.55;42.48;16.92;100.71;19.95
15:00-16:00;34.99;48.63;23.52;36.10;52.42;41.60;43.00;29.01;132.35;59.01
16:00-17:00;38.45;47.24;25.38;39.94;53.76;48.00;42.00;51.07;219.89;75.36
17:00-18:00;42.36;47.64;30.30;42.05;56.18;52.00;45.05;68.03;344.42;85.28
18:00-19:00;42.64;53.53;33.06;44.95;58.56;54.01;47.53;77.56;444.99;105.97
19:00-20:00;36.77;56.14;30.61;43.79;56.94;50.80;43.20;82.01;456.91;118.30
20:00-21:00;33.78;55.63;30.99;40.98;55.21;50.17;42.60;83.08;434.95;125.00
21:00-22:00;38.89;53.45;32.16;40.95;54.44;50.64;43.10;86.59;464.99;126.44
22:00-23:00;33.15;51.21;32.80;35.40;51.32;45.90;38.98;85.91;419.45;111.49
23:00-24:00;30.96;50.48;26.74;33.69;45.81;40.47;36.48;66.83;389.77;100.28
00:00-01:00;24.76;39.93;22.36;31.18;42.23;39.00;31.85;55.75;328.49;86.40
01:00-02:00;18.06;37.51;21.46;29.85;41.91;34.47;29.51;50.86;299.23;77.54
02:00-03:00;14.30;34.25;20.17;29.56;41.00;31.49;28.68;50.14;282.44;69.87
03:00-04:00;11.76;32.91;19.74;30.28;40.89;27.89;28.76;45.46;286.03;68.55
04:00-05:00;15.36;30.01;19.40;31.95;41.28;29.96;28.74;46.28;306.53;76.48
05:00-06:00;23.40;29.94;19.01;36.28;48.93;36.89;31.47;50.79;392.99;96.88
06:00-07:00;35.25;31.11;20.96;40.44;53.68;43.25;41.57;43.44;424.94;108.65
07:00-08:00;40.12;38.76;21.13;42.88;55.93;48.96;44.86;54.82;481.09;110.00
08:00-09:00;40.72;45.28;22.30;42.43;54.58;47.50;42.72;46.57;449.71;97.75
09:00-10:00;39.77;46.04;22.28;46.82;53.68;44.91;41.25;35.33;506.30;91.80
10:00-11:00;38.10;44.97;23.24;48.98;54.16;43.49;41.38;25.78;544.60;89.74
11:00-12:00;36.99;45.54;22.81;46.94;52.69;40.41;39.01;19.56;560.10;84.74
12:00-13:00;34.26;44.68;19.09;43.05;50.62;39.25;37.00;0.10;550.00;80.28
13:00-14:00;33.93;46.62;18.06;40.22;49.01;38.99;35.74;1.04;570.00;81.66
14:00-15:00;33.72;45.68;17.54;38.04;49.67;39.72;34.55;5.00;625.42;81.90
15:00-16:00;33.98;45.76;18.01;38.97;52.06;39.21;34.95;0.01;541.70;84.78
16:00-17:00;37.93;42.80;21.72;42.97;54.14;42.86;38.00;22.50;550.00;96.90
17:00-18:00;41.16;41.39;23.81;45.97;59.40;47.13;41.01;58.02;606.13;122.45
18:00-19:00;40.94;39.95;29.89;46.82;57.97;47.76;42.01;74.62;686.53;168.57
19:00-20:00;37.88;44.08;33.37;43.92;56.87;44.60;41.00;85.28;681.99;188.00
20:00-21:00;36.57;46.29;32.77;40.95;55.14;43.30;40.00;90.38;600.00;164.42
21:00-22:00;39.50;44.71;40.38;40.99;54.17;48.01;40.93;94.19;530.13;139.26
22:00-23:00;37.92;46.91;33.41;36.19;50.08;43.73;36.00;91.13;469.86;113.25
23:00-24:00;28.91;49.32;31.40;30.93;44.35;37.86;34.57;76.97;402.46;108.11
00:00-01:00;21.23;45.84;27.64;29.59;42.60;34.97;30.54;68.78;368.99;101.20
01:00-02:00;18.64;41.85;23.91;28.62;41.70;33.82;27.62;66.73;341.09;97.25
02:00-03:00;15.15;38.18;22.61;27.30;41.70;29.75;26.63;65.63;325.24;84.10
03:00-04:00;15.26;35.04;23.02;27.57;41.39;30.43;26.00;65.80;318.72;65.45
04:00-05:00;15.62;33.31;24.14;28.93;43.05;32.64;25.75;73.48;350.98;74.62
05:00-06:00;9.74;32.08;28.82;34.03;51.05;41.19;25.80;93.48;440.00;72.47
06:00-07:00;14.54;31.23;33.09;36.14;56.32;47.27;26.50;99.66;488.94;105.06
07:00-08:00;22.03;30.71;38.72;37.91;57.98;48.95;26.87;105.05;543.57;111.30
08:00-09:00;27.30;34.43;40.64;40.08;55.95;49.43;26.73;98.99;544.02;99.90
09:00-10:00;29.32;36.93;40.21;38.93;54.08;47.86;27.37;95.00;552.67;88.75
10:00-11:00;27.31;41.93;43.00;39.44;53.03;47.03;27.44;93.10;600.03;81.42
11:00-12:00;26.41;36.92;38.18;38.52;52.60;44.01;31.50;89.36;570.00;77.82
12:00-13:00;23.27;37.88;38.55;37.91;51.29;39.59;27.67;86.54;570.00;70.00
13:00-14:00;23.94;38.75;41.89;37.07;51.74;39.40;25.43;80.00;615.51;64.54
14:00-15:00;26.00;35.45;37.95;36.72;52.51;39.20;26.00;78.41;600.00;64.21
15:00-16:00;26.02;36.29;42.01;38.03;52.73;39.36;26.00;85.11;554.89;73.03
16:00-17:00;27.85;32.52;39.81;40.52;55.26;46.21;28.04;93.70;602.41;77.09
17:00-18:00;24.67;34.33;41.16;42.97;57.99;48.47;34.65;100.00;650.00;82.72
18:00-19:00;25.27;38.10;42.87;44.00;59.38;48.85;37.95;109.28;650.00;102.44
19:00-20:00;22.86;43.37;41.89;42.16;58.47;48.90;38.41;108.82;650.00;102.33
20:00-21:00;23.64;46.93;38.61;40.58;57.53;46.59;38.00;109.28;578.10;113.04
21:00-22:00;32.56;45.92;42.95;39.09;56.15;50.60;39.45;103.86;576.29;116.03
22:00-23:00;29.53;44.92;40.21;36.44;51.90;44.92;37.52;97.78;617.18;102.63
23:00-24:00;24.06;52.56;30.94;30.54;48.82;41.21;34.00;85.70;409.99;98.98
00:00-01:00;21.49;49.01;27.09;31.46;45.60;38.08;28.36;81.31;385.67;94.50
01:00-02:00;18.53;45.05;26.41;29.60;44.49;36.81;27.00;79.70;383.39;80.28
02:00-03:00;17.26;36.72;25.89;28.10;44.05;29.48;25.40;77.38;370.13;70.85
03:00-04:00;15.53;31.05;25.61;28.52;44.93;28.73;25.02;77.93;314.99;70.64
04:00-05:00;15.30;28.88;26.14;30.17;45.04;28.14;25.06;80.90;376.18;72.36
05:00-06:00;10.36;27.10;31.00;34.02;52.47;28.55;24.94;94.94;434.99;99.51
06:00-07:00;14.25;25.45;36.99;38.44;57.61;28.99;25.40;108.57;550.00;109.99
07:00-08:00;16.79;25.40;40.01;41.85;57.93;29.76;24.91;111.36;809.11;111.45
08:00-09:00;17.29;27.07;45.00;43.25;57.98;36.80;24.93;102.11;820.87;98.97
09:00-10:00;18.07;29.50;43.68;41.73;57.06;35.04;24.72;93.01;730.02;87.83
10:00-11:00;21.88;33.10;43.80;41.93;56.69;32.81;25.00;88.92;710.00;85.78
11:00-12:00;22.69;34.97;43.60;40.00;55.10;31.63;27.00;85.00;708.91;92.00
12:00-13:00;19.06;36.29;43.45;38.36;54.07;27.63;24.31;78.30;704.60;80.85
13:00-14:00;20.82;38.42;43.84;36.90;54.03;27.84;19.46;77.95;704.60;76.72
14:00-15:00;18.94;31.79;42.00;35.74;55.06;28.70;20.89;78.45;662.92;75.03
15:00-16:00;16.93;27.71;42.58;34.48;56.07;30.28;24.38;80.30;644.39;77.31
16:00-17:00;17.48;23.57;42.10;36.97;57.91;30.19;26.00;86.52;614.15;86.32
17:00-18:00;20.53;21.42;42.00;39.77;58.50;34.66;29.80;98.34;631.14;105.15
18:00-19:00;21.10;22.24;44.00;41.93;58.95;38.38;36.15;106.00;651.00;128.66
19:00-20:00;23.50;26.76;43.60;41.05;57.98;37.53;37.52;108.65;650.00;145.01
20:00-21:00;22.29;31.90;41.75;40.11;56.10;37.72;37.95;109.97;634.34;125.51
21:00-22:00;29.54;32.83;44.00;39.74;56.02;39.20;40.42;106.00;620.00;123.33
22:00-23:00;26.01;33.45;36.17;34.29;52.57;37.29;36.69;91.00;620.00;110.34
23:00-24:00;18.01;41.47;28.01;31.76;50.33;34.50;32.02;82.01;484.89;101.53
00:00-01:00;16.15;35.74;26.32;30.55;45.58;32.40;27.57;78.18;406.69;88.94
01:00-02:00;16.11;40.31;25.10;28.42;44.73;31.98;26.40;76.15;385.07;82.00
02:00-03:00;13.97;35.65;24.79;27.07;45.52;30.27;26.01;76.50;345.07;73.80
03:00-04:00;12.92;29.93;24.83;27.32;44.67;30.00;26.00;76.30;350.66;68.39
04:00-05:00;15.17;24.98;25.85;29.99;44.40;30.03;27.07;80.00;367.74;75.73
05:00-06:00;19.23;24.24;29.35;35.57;44.06;29.88;35.24;93.26;448.76;81.15
06:00-07:00;24.77;25.44;33.52;40.06;46.69;30.67;38.29;106.56;546.94;108.62
07:00-08:00;31.35;37.34;37.71;41.83;52.52;31.02;39.00;108.45;598.04;111.51
08:00-09:00;37.19;45.12;44.10;40.87;55.04;31.01;38.27;95.91;689.00;103.09
09:00-10:00;42.86;47.99;45.00;38.44;55.09;29.69;36.51;87.07;590.60;95.35
10:00-11:00;44.29;47.11;44.65;39.04;55.18;30.24;36.23;88.03;510.21;91.72
11:00-12:00;43.51;47.53;44.78;40.38;54.72;32.23;36.89;88.57;590.24;88.00
12:00-13:00;41.78;52.49;44.69;38.57;50.46;19.55;36.00;82.47;518.39;83.33
13:00-14:00;38.44;51.71;45.81;36.55;45.00;16.98;35.64;81.08;583.97;81.70
14:00-15:00;35.96;52.22;45.50;36.57;45.10;20.86;36.23;80.06;693.86;76.86
15:00-16:00;34.14;50.77;44.40;35.11;47.09;28.04;35.87;82.05;693.34;73.78
16:00-17:00;33.95;48.05;40.22;39.01;53.12;32.02;35.96;90.73;619.87;70.88
17:00-18:00;35.52;49.54;40.07;41.42;55.02;35.90;39.12;101.78;617.43;79.94
18:00-19:00;35.92;50.94;39.72;42.63;55.22;42.42;42.54;108.45;651.00;91.72
19:00-20:00;32.87;49.93;36.31;42.01;54.96;43.60;43.90;110.64;650.00;103.09
20:00-21:00;30.33;56.00;31.96;40.57;54.68;44.92;41.00;110.00;630.74;103.98
21:00-22:00;29.10;50.03;44.14;41.38;57.48;46.62;40.80;104.59;650.00;111.38
22:00-23:00;26.77;48.19;40.00;38.17;52.20;40.00;37.52;95.50;706.10;98.21
23:00-24:00;28.00;46.54;33.50;32.20;51.79;37.47;31.35;83.01;429.99;98.14
00:00-01:00;24.13;41.95;26.46;31.57;46.75;35.11;27.68;77.36;371.12;98.60
01:00-02:00;21.92;40.17;25.90;29.92;44.25;32.14;26.73;75.99;356.16;93.00
02:00-03:00;13.97;35.08;25.52;28.74;43.87;26.34;26.51;75.01;337.33;94.36
03:00-04:00;11.67;32.00;25.55;28.75;42.85;22.77;26.54;74.12;331.01;89.93
04:00-05:00;19.67;28.80;27.49;28.54;42.20;26.25;27.59;78.10;356.16;88.00
05:00-06:00;24.15;28.78;32.84;29.70;42.07;33.03;33.80;95.06;415.31;88.80
06:00-07:00;30.98;32.15;36.61;30.92;42.40;46.25;38.19;103.77;484.04;86.18
07:00-08:00;42.19;41.32;47.40;34.96;43.61;48.00;38.70;105.25;504.81;82.93
08:00-09:00;41.95;48.77;50.00;36.47;44.74;46.40;38.43;96.92;506.37;78.00
09:00-10:00;42.92;55.77;49.13;35.69;44.50;46.07;38.24;88.08;409.82;64.00
10:00-11:00;42.97;52.58;50.00;34.66;44.78;44.88;38.00;85.37;398.39;46.56
11:00-12:00;38.04;52.63;48.33;32.25;43.58;44.31;38.43;84.92;448.67;43.84
12:00-13:00;35.03;56.08;48.00;30.02;41.98;43.04;38.00;78.59;652.00;22.34
13:00-14:00;33.65;59.23;47.12;29.48;41.25;41.52;38.70;80.91;720.52;19.52
14:00-15:00;31.94;60.43;45.00;29.90;41.40;41.52;37.95;80.17;653.23;29.05
15:00-16:00;32.18;62.64;44.86;30.55;42.87;41.06;38.43;79.92;552.06;47.12
16:00-17:00;32.37;62.46;44.69;33.25;45.84;44.98;38.55;87.98;554.80;71.50
17:00-18:00;35.97;62.45;44.01;38.52;47.96;48.98;40.51;95.96;504.28;80.00
18:00-19:00;37.94;66.71;42.76;39.89;55.14;53.94;42.93;102.00;602.20;93.81
19:00-20:00;35.00;56.55;38.52;39.00;56.95;53.34;41.81;105.00;587.50;97.79
20:00-21:00;33.07;66.39;40.12;38.09;57.21;50.59;40.48;102.03;636.51;76.68
21:00-22:00;35.95;60.83;44.69;40.00;59.41;51.87;39.72;97.06;550.00;95.70
22:00-23:00;30.68;55.92;42.10;36.67;56.30;43.36;37.95;83.94;494.50;94.62
23:00-24:00;27.68;55.13;30.05;32.99;52.18;38.61;34.42;86.03;392.90;83.78
00:00-01:00;26.28;48.65;32.26;28.78;48.59;37.58;28.53;80.10;344.67;78.74
01:00-02:00;22.59;37.83;30.41;26.69;45.80;36.98;27.21;76.49;351.99;47.61
02:00-03:00;12.99;37.61;26.56;23.53;44.50;36.52;26.09;75.10;337.01;33.22
03:00-04:00;12.71;35.64;26.50;20.11;44.68;32.84;26.07;74.31;332.04;14.10
04:00-05:00;20.27;31.82;28.06;21.98;47.45;37.70;28.14;75.28;331.27;11.09
05:00-06:00;26.60;32.22;32.36;23.15;53.06;45.15;34.68;89.15;337.03;5.08
06:00-07:00;27.64;35.00;35.99;17.00;58.95;48.38;39.25;105.63;333.12;2.88
07:00-08:00;38.07;26.82;39.74;24.36;59.94;50.98;41.78;106.91;343.78;3.42
08:00-09:00;36.50;49.69;44.69;24.75;59.05;49.65;40.80;98.06;352.52;0.09
09:00-10:00;35.94;56.92;45.10;21.38;57.99;46.54;40.70;93.01;347.64;
10:00-11:00;36.67;52.51;45.49;25.90;57.98;45.57;41.23;89.95;333.90;0.03
11:00-12:00;34.00;55.09;44.00;27.89;57.27;43.23;41.61;88.09;373.18;0.05
12:00-13:00;34.23;54.15;42.53;25.70;56.86;40.84;40.00;79.19;304.37;0.08
13:00-14:00;32.23;49.96;41.03;20.67;55.26;41.81;40.50;76.44;245.14;0.10
14:00-15:00;30.81;48.07;36.33;15.96;55.20;42.37;39.58;75.01;244.30;0.10
15:00-16:00;30.75;50.33;36.58;20.21;55.82;45.00;40.32;75.80;274.16;0.02
16:00-17:00;32.36;49.15;37.00;25.68;57.91;52.97;39.58;85.45;317.38;4.42
17:00-18:00;35.99;51.27;38.88;29.62;59.91;57.71;42.19;92.54;357.21;35.76
18:00-19:00;39.08;52.90;37.81;37.05;61.45;59.52;45.51;98.96;381.26;70.65
19:00-20:00;35.93;50.72;33.26;38.51;60.10;57.43;43.90;100.03;435.43;90.00
20:00-21:00;32.88;51.70;31.97;39.42;59.02;57.71;41.96;99.72;415.58;95.67
21:00-22:00;34.25;50.56;33.97;42.85;57.98;55.00;41.44;95.15;432.19;100.81
22:00-23:00;30.30;49.98;35.04;39.82;54.57;45.50;39.58;89.92;441.61;94.27
23:00-24:00;28.24;49.94;31.80;39.65;50.88;42.25;35.96;85.00;393.26;77.14
00:00-01:00;26.64;41.89;30.83;35.62;47.47;39.65;31.94;80.42;379.24;70.02
01:00-02:00;25.79;37.30;29.10;32.70;46.55;38.48;30.10;76.30;355.06;68.99
02:00-03:00;19.24;35.50;27.02;31.28;45.09;35.78;28.07;69.34;331.00;72.01
03:00-04:00;15.74;33.10;25.77;30.46;45.57;35.34;26.76;60.14;316.18;72.09
04:00-05:00;18.42;30.52;25.65;33.24;47.42;37.97;29.84;63.58;302.82;87.11
05:00-06:00;27.19;32.30;26.22;35.22;53.97;40.95;36.82;71.30;272.76;81.71
06:00-07:00;31.53;35.20;30.32;44.18;60.63;51.33;41.69;75.86;260.93;87.17
07:00-08:00;36.90;39.99;32.91;41.89;62.90;57.35;43.20;78.30;225.08;105.64
08:00-09:00;35.45;49.94;39.48;48.23;61.32;57.75;42.86;78.81;269.07;105.00
09:00-10:00;35.23;50.66;38.45;48.45;59.57;56.26;43.09;75.53;275.51;99.94
10:00-11:00;36.41;54.87;38.53;47.77;61.37;58.11;43.36;72.03;245.99;94.62
11:00-12:00;36.97;51.91;39.31;46.47;59.99;57.99;43.95;70.30;330.08;87.56
12:00-13:00;36.55;52.92;34.79;44.91;58.95;57.24;43.40;64.04;295.88;81.76
13:00-14:00;35.00;58.67;30.58;42.29;58.91;56.46;44.00;63.10;245.96;75.46
14:00-15:00;34.99;58.64;30.27;40.94;57.67;54.93;42.44;65.01;258.67;68.00
15:00-16:00;35.40;58.33;27.72;39.20;58.19;54.88;42.86;68.91;271.96;66.20
16:00-17:00;38.27;54.95;30.57;39.70;63.00;57.75;41.98;77.72;282.96;78.01
17:00-18:00;39.93;51.94;39.93;38.18;64.17;68.13;42.86;85.07;372.94;78.51
18:00-19:00;41.36;51.37;33.62;38.66;65.51;74.06;45.23;90.21;432.82;91.57
19:00-20:00;40.07;51.94;32.90;36.43;64.22;68.16;43.64;90.04;508.13;102.00
20:00-21:00;37.72;53.37;32.38;34.73;63.89;59.36;42.09;87.00;484.18;105.25
21:00-22:00;40.34;55.93;42.34;34.59;61.02;57.81;41.69;88.49;490.96;105.84
22:00-23:00;35.08;52.95;40.87;35.92;55.37;52.33;38.58;91.36;417.71;103.06
23:00-24:00;28.92;54.26;30.11;31.01;53.64;45.62;32.82;67.46;346.40;96.00
00:00-01:00;26.81;47.38;28.11;28.96;50.66;42.05;27.29;63.83;276.76;86.55
01:00-02:00;24.64;41.97;25.99;27.09;49.08;39.58;26.04;54.69;287.83;84.95
02:00-03:00;21.88;36.59;24.93;27.47;48.70;39.09;24.69;49.06;266.03;72.79
03:00-04:00;20.52;34.36;24.25;26.04;48.23;38.90;24.70;49.09;261.71;63.43
04:00-05:00;23.37;32.43;23.44;26.21;49.79;40.67;26.41;49.10;286.29;71.61
05:00-06:00;27.46;33.05;23.29;31.63;55.71;45.93;30.09;49.08;375.08;82.40
06:00-07:00;34.11;34.00;23.58;37.96;62.96;53.22;36.14;49.15;410.14;90.77
07:00-08:00;41.42;42.96;24.72;39.48;65.00;55.25;39.95;53.58;414.29;103.39
08:00-09:00;40.92;55.25;25.60;40.06;65.07;56.70;40.80;52.41;390.07;99.00
09:00-10:00;39.97;55.17;24.49;40.37;65.00;52.78;40.30;49.23;399.68;98.74
10:00-11:00;39.96;56.91;25.16;40.80;63.20;52.12;40.00;50.30;412.58;95.66
