Hours;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
00:00-01:00;15.15;36.67;23.86;58.82;6.74;51.00;41.88;50.87;89.06;
01:00-02:00;12.96;45.56;22.39;58.23;4.74;46.27;38.60;48.19;78.48;0.10
02:00-03:00;12.09;40.28;20.59;51.95;3.66;39.78;36.55;44.68;85.16;1.33
03:00-04:00;11.70;39.20;16.81;47.27;1.26;27.87;32.32;42.92;50.00;4.08
04:00-05:00;11.66;36.22;17.41;45.49;20.10;23.21;30.85;40.39;37.67;4.16
05:00-06:00;11.35;34.04;17.02;44.50;31.82;22.64;30.14;40.20;39.70;3.58
06:00-07:00;9.85;38.58;15.86;44.50;28.66;20.90;30.17;39.63;40.59;4.37
07:00-08:00;9.54;43.32;18.16;44.72;13.71;26.54;30.00;40.09;43.26;0.12
08:00-09:00;9.49;50.00;17.73;44.22;4.14;25.00;30.65;41.27;49.66;0.06
09:00-10:00;11.64;49.53;19.77;42.06;2.03;25.00;30.65;44.88;70.05;
10:00-11:00;11.94;50.87;23.75;45.70;15.51;34.64;30.27;45.00;76.79;
11:00-12:00;13.15;50.86;26.03;47.91;0.42;41.03;30.34;47.20;84.10;
12:00-13:00;15.24;50.17;27.06;49.57;2.30;48.97;30.99;50.78;94.74;
13:00-14:00;13.69;47.97;26.59;48.69;2.30;41.06;30.04;45.49;96.80;0.10
14:00-15:00;12.43;45.20;25.00;46.91;5.00;37.95;30.75;44.73;97.17;1.50
15:00-16:00;9.92;41.45;20.06;46.51;8.56;33.42;32.11;46.59;98.52;23.50
16:00-17:00;12.12;40.08;19.43;46.52;9.42;39.80;35.98;52.99;114.50;36.54
17:00-18:00;15.24;43.62;24.57;51.59;12.46;44.29;40.40;60.26;149.97;46.03
18:00-19:00;15.73;48.55;33.11;59.07;15.93;62.65;44.05;60.61;146.33;44.43
19:00-20:00;17.73;52.32;35.34;62.10;22.02;65.56;46.16;60.36;140.28;54.95
20:00-21:00;15.63;53.10;33.07;56.26;20.00;61.27;44.02;57.40;121.88;47.38
21:00-22:00;13.93;48.78;29.52;55.00;21.95;57.41;40.68;53.86;102.61;40.24
22:00-23:00;15.10;43.91;30.10;56.02;23.52;58.65;40.66;53.45;97.46;45.96
23:00-24:00;12.95;44.58;24.57;52.00;16.35;54.91;36.69;49.72;85.16;35.00
00:00-01:00;9.62;45.73;22.20;54.99;14.43;53.11;35.40;46.69;57.08;61.38
01:00-02:00;7.64;45.56;16.57;50.18;10.26;45.87;31.98;42.43;52.59;52.68
02:00-03:00;4.96;40.28;15.35;49.11;7.48;39.15;30.50;41.09;48.97;52.93
03:00-04:00;0.06;39.20;12.77;45.78;4.52;25.84;28.79;40.00;34.94;42.75
04:00-05:00;1.05;36.22;11.27;44.99;4.24;28.36;28.42;37.55;29.56;50.08
05:00-06:00;7.08;34.04;11.91;46.97;8.36;30.72;28.75;39.00;33.97;67.91
06:00-07:00;12.50;38.58;12.62;52.00;22.58;51.10;34.16;42.09;34.52;105.08
07:00-08:00;21.31;43.32;14.17;59.07;41.92;58.37;42.07;44.96;41.80;140.64
08:00-09:00;30.44;50.00;17.73;64.98;47.95;56.82;44.89;48.45;48.95;149.80
09:00-10:00;35.48;49.53;20.29;65.02;49.90;57.44;45.26;52.00;60.01;154.66
10:00-11:00;33.06;50.87;24.30;68.49;50.00;61.09;45.57;52.00;70.09;145.61
11:00-12:00;33.78;50.86;25.05;65.99;49.70;63.63;45.09;52.15;66.26;143.35
12:00-13:00;37.97;50.17;29.31;65.75;48.16;62.80;45.16;55.95;64.54;144.38
13:00-14:00;37.42;47.97;26.31;64.98;47.24;58.65;44.90;52.00;46.96;143.76
14:00-15:00;36.24;45.20;22.63;61.19;46.10;55.64;44.06;50.69;40.01;148.20
15:00-16:00;32.18;41.45;19.61;59.71;43.86;56.72;43.94;53.45;39.30;155.34
16:00-17:00;33.56;40.08;20.65;60.96;43.64;62.19;44.37;59.99;40.79;163.17
17:00-18:00;52.94;43.62;34.21;73.55;47.37;67.10;46.05;62.00;47.91;173.80
18:00-19:00;66.70;48.55;42.23;77.42;46.08;69.30;46.72;63.08;65.09;174.74
19:00-20:00;53.53;52.32;37.36;75.00;41.08;69.25;46.11;62.17;67.85;165.76
20:00-21:00;39.54;53.10;32.84;70.11;34.94;63.43;43.70;60.03;62.22;153.00
21:00-22:00;35.90;48.78;26.15;61.21;25.46;55.64;34.76;55.03;46.16;141.67
22:00-23:00;35.47;43.91;30.62;60.10;23.25;55.97;33.02;52.25;46.29;134.91
23:00-24:00;30.64;44.58;36.19;58.78;15.49;54.31;33.39;48.45;32.93;124.22
00:00-01:00;27.40;45.73;19.65;54.68;12.14;47.03;32.05;46.11;2.71;130.01
01:00-02:00;25.23;45.56;18.91;52.74;5.48;45.93;30.75;43.00;1.71;120.00
02:00-03:00;15.63;40.28;14.64;49.25;5.00;45.91;29.03;39.55;1.24;118.76
03:00-04:00;8.74;39.20;10.12;45.00;0.99;44.00;24.96;37.44;0.06;115.00
04:00-05:00;11.28;36.22;7.14;45.18;0.25;43.88;22.56;35.64;0.09;113.63
05:00-06:00;12.34;34.04;9.41;49.25;3.87;45.92;26.16;35.50;1.44;116.27
06:00-07:00;26.02;38.58;4.14;57.65;12.25;54.69;31.21;36.14;41.11;138.92
07:00-08:00;31.66;43.32;7.08;70.51;19.42;66.58;36.73;36.97;90.54;159.92
08:00-09:00;31.96;50.00;11.40;74.04;22.57;68.03;40.70;38.92;161.79;169.17
09:00-10:00;31.94;49.53;17.64;75.32;22.37;69.12;44.18;44.49;180.36;171.18
10:00-11:00;30.96;50.87;19.99;74.65;18.65;69.19;44.05;49.00;125.03;168.57
11:00-12:00;31.45;50.86;22.11;73.31;19.35;68.01;41.92;50.30;100.74;169.49
12:00-13:00;39.05;50.17;22.68;72.71;18.93;67.20;41.60;52.04;96.39;164.50
13:00-14:00;30.99;47.97;22.00;71.69;17.26;66.70;39.23;46.64;95.22;160.91
14:00-15:00;30.46;45.20;19.89;70.51;16.76;67.00;39.04;44.01;102.67;163.06
15:00-16:00;30.43;41.45;17.75;69.94;18.09;68.01;38.41;41.27;112.87;166.46
16:00-17:00;31.12;40.08;18.76;71.11;19.51;68.99;38.91;49.92;126.80;166.88
17:00-18:00;36.98;43.62;22.21;81.32;24.13;71.15;43.51;55.16;148.49;171.23
18:00-19:00;34.97;48.55;26.76;137.21;36.67;73.43;45.20;59.29;175.06;169.01
19:00-20:00;42.18;52.32;27.23;90.17;26.27;70.55;45.15;61.09;180.00;160.99
20:00-21:00;30.39;53.10;25.33;74.94;26.06;68.38;39.35;60.00;146.43;149.62
21:00-22:00;26.32;48.78;22.11;71.59;19.88;61.72;32.34;59.40;105.71;131.50
22:00-23:00;31.82;43.91;22.57;68.73;17.26;59.84;39.15;55.36;114.11;115.10
23:00-24:00;32.22;44.58;21.01;67.42;13.87;58.65;37.85;53.06;100.36;95.02
00:00-01:00;11.94;45.73;13.78;62.69;11.76;55.52;34.81;50.23;125.47;82.03
01:00-02:00;10.50;45.56;13.44;56.04;3.46;52.91;32.05;47.01;115.55;72.22
02:00-03:00;7.93;40.28;11.46;54.10;2.11;49.61;30.14;43.79;113.29;43.91
03:00-04:00;5.23;39.20;5.55;52.00;2.63;47.41;28.55;41.65;105.81;16.28
04:00-05:00;4.86;36.22;5.00;51.36;4.99;47.00;26.24;41.62;105.00;8.56
05:00-06:00;8.96;34.04;10.05;53.02;11.08;47.78;27.55;44.50;115.11;20.98
06:00-07:00;8.72;38.58;19.11;62.40;22.34;59.54;27.16;56.00;156.91;72.45
07:00-08:00;9.91;43.32;31.44;72.32;33.59;68.40;28.79;62.00;182.64;105.10
08:00-09:00;11.50;50.00;36.31;73.01;40.45;69.71;31.83;64.84;178.91;134.16
09:00-10:00;12.76;49.53;33.46;73.00;41.97;71.86;36.67;68.25;190.00;129.30
10:00-11:00;13.36;50.87;33.24;72.85;44.91;71.58;39.57;65.97;189.88;120.70
11:00-12:00;14.03;50.86;35.09;72.51;47.14;70.16;36.11;63.93;182.42;96.77
12:00-13:00;15.64;50.17;35.00;71.72;46.04;70.16;34.77;63.94;182.46;105.03
13:00-14:00;14.24;47.97;35.00;71.59;34.36;69.17;32.07;63.94;179.59;106.00
14:00-15:00;14.48;45.20;34.94;69.00;32.51;69.15;31.83;61.97;179.00;105.07
15:00-16:00;16.84;41.45;34.92;67.13;32.77;68.40;31.95;62.45;180.93;103.90
16:00-17:00;12.86;40.08;38.00;68.26;33.81;68.40;32.25;63.90;166.69;107.98
17:00-18:00;16.79;43.62;41.21;72.15;50.08;73.18;41.81;67.02;189.88;129.82
18:00-19:00;21.08;48.55;42.95;76.80;49.96;77.23;44.24;71.05;184.94;167.29
19:00-20:00;18.10;52.32;41.96;76.16;46.73;75.97;44.00;72.60;178.99;160.60
20:00-21:00;16.14;53.10;34.94;72.48;41.57;70.20;39.53;70.00;156.12;132.10
21:00-22:00;13.84;48.78;30.66;66.16;37.09;68.71;34.46;61.39;148.65;110.82
22:00-23:00;14.89;43.91;30.00;64.98;33.92;68.68;39.75;59.80;137.92;109.89
23:00-24:00;17.34;44.58;23.90;61.95;31.50;67.51;37.95;54.69;105.00;104.75
00:00-01:00;15.46;45.73;25.03;51.22;16.67;71.68;33.10;54.79;120.11;64.89
01:00-02:00;14.69;45.56;24.42;48.41;11.73;63.74;32.28;50.30;105.10;58.57
02:00-03:00;13.33;40.28;22.34;50.00;6.86;60.00;31.18;49.53;84.50;68.07
03:00-04:00;10.96;39.20;21.50;47.46;0.55;55.84;30.10;44.58;75.38;27.68
04:00-05:00;9.83;36.22;20.00;42.34;2.45;53.48;29.96;45.05;79.11;37.33
05:00-06:00;11.66;34.04;23.53;45.18;13.51;53.34;29.88;49.53;94.79;65.10
06:00-07:00;11.00;38.58;28.96;54.09;23.96;52.57;30.38;58.15;169.04;95.05
07:00-08:00;11.38;43.32;38.32;66.21;33.39;55.67;31.15;68.30;215.98;137.96
08:00-09:00;13.77;50.00;41.45;69.70;37.79;60.79;32.09;70.41;211.13;137.99
09:00-10:00;27.42;49.53;40.72;72.60;36.93;66.92;34.27;75.00;226.52;142.99
10:00-11:00;30.90;50.87;40.66;73.03;39.11;69.12;37.53;73.48;224.45;145.70
11:00-12:00;32.45;50.86;40.33;72.60;39.40;68.25;38.99;72.31;202.80;145.80
12:00-13:00;32.07;50.17;38.25;72.54;41.69;67.67;38.15;71.35;205.00;142.35
13:00-14:00;29.91;47.97;36.98;71.51;47.00;64.00;35.37;72.52;197.34;143.32
14:00-15:00;28.41;45.20;34.91;71.10;44.08;61.57;34.44;69.75;195.60;151.03
15:00-16:00;16.89;41.45;33.50;70.51;47.10;59.40;36.10;66.46;200.00;159.48
16:00-17:00;15.39;40.08;35.10;69.70;47.77;58.31;40.59;66.04;206.07;172.73
17:00-18:00;34.94;43.62;42.44;74.31;56.35;67.20;44.68;71.90;242.10;183.90
18:00-19:00;40.13;48.55;42.94;96.93;57.42;69.00;46.16;80.00;265.00;194.67
19:00-20:00;38.49;52.32;42.92;89.53;53.99;68.71;45.64;80.00;265.00;177.98
20:00-21:00;34.67;53.10;38.35;73.69;42.36;68.07;42.68;70.12;241.93;163.99
21:00-22:00;29.40;48.78;34.42;71.68;39.90;60.05;37.26;58.87;218.95;152.00
22:00-23:00;28.81;43.91;32.99;66.76;39.97;65.76;37.57;58.50;207.46;144.64
23:00-24:00;22.08;44.58;32.00;69.20;36.27;62.80;35.54;55.51;200.00;127.00
00:00-01:00;13.84;45.73;26.62;59.58;29.45;60.90;29.16;53.73;207.15;107.21
01:00-02:00;11.89;45.56;25.58;53.98;28.55;53.78;29.00;52.95;204.22;101.10
02:00-03:00;9.85;40.28;24.59;52.11;28.18;51.43;29.08;52.73;191.82;96.73
03:00-04:00;5.09;39.20;22.50;48.14;25.27;48.02;27.72;50.12;180.70;81.37
04:00-05:00;3.79;36.22;23.16;46.74;24.34;48.37;27.03;47.20;170.10;75.75
05:00-06:00;8.24;34.04;24.99;48.41;27.42;47.17;28.98;49.29;194.38;81.00
06:00-07:00;17.29;38.58;26.62;53.29;30.00;48.19;33.18;55.00;204.22;97.45
07:00-08:00;48.60;43.32;38.92;73.28;31.36;49.11;43.13;67.61;228.25;107.82
08:00-09:00;46.60;50.00;41.96;86.03;34.19;51.06;44.52;73.60;240.98;122.80
09:00-10:00;40.00;49.53;40.96;76.14;41.11;53.40;44.96;91.73;257.44;138.27
10:00-11:00;40.13;50.87;39.13;72.86;44.00;56.55;44.00;86.99;245.24;139.97
11:00-12:00;39.71;50.86;40.08;75.08;43.74;60.02;42.46;80.02;231.90;131.72
12:00-13:00;39.95;50.17;40.73;84.90;44.43;60.22;41.30;78.76;226.00;122.22
13:00-14:00;37.88;47.97;38.26;70.99;42.90;55.00;40.51;73.79;209.20;116.09
14:00-15:00;34.50;45.20;35.44;68.53;38.70;52.39;41.22;73.02;216.06;129.22
15:00-16:00;31.98;41.45;36.92;65.62;37.40;51.57;43.28;70.89;230.77;137.20
16:00-17:00;30.90;40.08;41.28;66.21;37.99;54.71;43.68;72.85;245.95;140.75
17:00-18:00;43.15;43.62;44.95;71.01;44.22;63.43;47.90;79.63;274.11;155.93
18:00-19:00;54.57;48.55;46.90;169.32;49.98;67.37;48.91;101.07;273.44;163.50
19:00-20:00;50.70;52.32;43.95;107.85;45.90;67.20;49.01;96.85;278.36;146.74
20:00-21:00;41.75;53.10;39.94;85.17;40.90;66.03;47.03;79.60;251.71;139.40
21:00-22:00;28.34;48.78;32.40;78.07;33.69;55.36;40.41;69.77;229.96;132.00
22:00-23:00;38.52;43.91;33.51;78.57;36.26;58.59;38.26;64.31;216.44;129.94
23:00-24:00;33.69;44.58;30.11;106.13;29.03;54.86;35.91;62.39;210.00;121.38
00:00-01:00;9.26;45.73;26.41;66.00;21.87;58.15;32.10;77.00;213.47;97.53
01:00-02:00;9.98;40.00;26.05;60.00;15.98;51.86;31.07;65.85;189.00;98.19
02:00-03:00;3.88;36.69;24.93;55.95;15.99;47.84;29.99;63.78;180.00;94.91
03:00-04:00;0.07;37.45;22.39;52.00;14.00;46.11;29.05;51.51;164.90;78.04
04:00-05:00;2.05;32.08;22.32;50.78;12.51;46.08;29.65;49.35;162.80;74.46
05:00-06:00;6.52;29.48;24.20;50.74;13.21;47.62;31.79;55.63;165.00;65.13
06:00-07:00;26.07;34.94;31.00;54.08;12.17;55.77;40.87;65.00;165.20;71.75
07:00-08:00;32.25;41.74;42.47;56.28;13.02;68.61;49.01;83.98;215.89;89.37
08:00-09:00;49.42;49.17;42.97;61.28;18.41;74.15;51.09;95.02;254.19;110.90
09:00-10:00;52.00;54.44;41.93;67.20;19.58;74.93;51.12;99.00;257.24;113.96
10:00-11:00;52.00;50.99;41.62;73.48;22.14;73.59;49.83;93.83;254.18;100.00
11:00-12:00;54.36;50.00;41.50;70.69;28.44;71.23;49.16;97.87;241.22;88.32
12:00-13:00;52.78;51.22;40.66;70.69;29.26;70.00;48.43;100.00;240.20;87.90
13:00-14:00;49.99;50.15;40.33;63.73;27.08;68.74;47.99;92.14;212.69;68.84
14:00-15:00;45.93;51.46;36.51;55.09;20.32;66.62;47.24;80.40;207.05;91.21
15:00-16:00;43.00;50.88;33.49;53.26;19.86;64.99;45.48;83.57;210.11;82.96
16:00-17:00;46.00;48.00;34.19;59.08;21.41;62.67;45.90;89.68;220.21;85.07
17:00-18:00;54.44;47.14;40.66;69.99;28.87;67.04;47.96;100.00;243.84;100.48
18:00-19:00;61.93;51.07;40.80;76.52;34.34;70.39;48.11;106.95;260.00;103.82
19:00-20:00;56.29;52.46;42.10;78.28;32.33;70.33;49.05;108.97;250.00;98.93
20:00-21:00;40.02;48.78;36.50;68.23;31.44;69.00;47.34;95.85;239.09;90.98
21:00-22:00;31.58;47.45;34.50;60.00;28.94;62.37;35.31;78.37;213.81;64.88
22:00-23:00;36.08;42.02;33.49;61.19;29.69;62.30;35.21;71.68;216.13;53.27
23:00-24:00;33.51;45.57;28.76;66.09;27.01;56.42;34.52;65.04;205.74;40.25
00:00-01:00;22.01;45.60;24.36;69.20;18.91;52.29;28.90;57.45;184.96;13.21
01:00-02:00;14.61;43.88;19.33;61.07;15.15;42.01;27.28;56.41;162.79;10.44
02:00-03:00;12.67;35.65;16.10;55.47;15.11;42.57;26.16;55.17;166.00;10.26
03:00-04:00;11.34;35.87;15.00;50.22;13.42;29.40;20.86;51.76;161.63;4.16
04:00-05:00;9.99;30.17;15.00;47.99;12.91;27.40;20.35;50.86;160.00;4.16
05:00-06:00;22.41;24.54;18.14;48.00;17.10;39.27;28.52;56.45;154.30;4.16
06:00-07:00;30.31;32.00;25.21;47.15;30.03;51.85;33.05;65.75;166.00;10.63
07:00-08:00;46.42;40.96;36.46;50.13;42.93;65.82;41.17;86.93;182.91;16.47
08:00-09:00;57.96;49.53;39.53;51.30;44.95;67.20;44.50;103.54;215.89;51.04
09:00-10:00;57.82;48.07;37.69;54.00;44.66;68.16;43.90;110.45;231.00;83.31
10:00-11:00;53.70;48.75;37.66;58.07;46.60;68.53;43.74;109.96;228.95;93.99
11:00-12:00;54.51;49.29;36.91;61.28;51.88;68.15;43.76;106.82;215.39;103.87
12:00-13:00;56.46;49.33;36.13;67.10;43.42;67.95;44.50;102.37;206.68;101.69
13:00-14:00;54.30;48.43;36.13;64.60;43.54;67.97;44.95;97.61;185.00;99.00
14:00-15:00;51.11;47.21;32.99;54.74;44.19;65.48;46.04;95.00;169.52;104.29
15:00-16:00;45.13;43.47;32.08;53.00;40.97;63.13;46.33;95.42;162.80;97.89
16:00-17:00;47.18;38.27;37.16;54.08;47.66;59.99;47.90;95.00;161.73;96.20
17:00-18:00;57.67;41.07;45.00;60.95;54.12;67.25;53.53;110.00;189.90;115.64
18:00-19:00;65.00;47.97;46.97;70.51;55.00;69.94;55.92;113.37;189.16;122.61
19:00-20:00;61.89;51.25;40.09;75.52;52.93;70.00;54.94;114.89;185.53;109.66
20:00-21:00;48.39;50.31;34.61;73.20;37.57;68.15;48.10;88.06;159.47;104.68
21:00-22:00;38.97;47.97;31.52;68.40;34.12;55.80;44.92;78.37;126.09;98.87
22:00-23:00;39.86;40.50;32.50;71.21;31.19;55.39;41.67;65.60;123.73;99.35
23:00-24:00;38.79;43.80;36.10;65.88;45.19;53.46;39.41;69.27;147.94;81.27
00:00-01:00;27.18;44.05;31.11;58.00;36.01;49.45;34.08;61.90;109.18;75.13
01:00-02:00;26.50;32.06;29.00;52.90;36.04;48.91;32.20;58.38;89.61;64.38
02:00-03:00;24.83;29.71;24.30;50.04;34.20;46.22;32.56;55.96;80.24;60.28
03:00-04:00;18.34;28.53;23.23;45.75;30.71;30.81;30.42;51.88;55.46;39.41
04:00-05:00;12.96;23.75;21.96;45.02;27.86;27.83;28.80;50.25;45.82;35.94
05:00-06:00;25.04;16.05;22.45;52.24;36.50;37.58;28.87;50.25;48.50;43.99
06:00-07:00;34.65;21.44;23.07;65.75;39.03;50.80;34.99;51.39;74.29;85.26
07:00-08:00;48.00;31.86;25.00;78.01;55.90;64.07;46.16;55.62;89.78;160.32
08:00-09:00;56.97;44.00;32.11;89.78;58.99;67.16;47.51;59.80;104.79;180.00
09:00-10:00;48.54;45.82;37.12;80.00;58.90;67.29;45.68;66.92;147.36;177.27
10:00-11:00;46.99;45.59;36.13;80.00;60.08;67.20;43.61;67.71;149.48;159.56
11:00-12:00;47.38;42.52;35.76;80.00;61.35;67.00;40.17;68.00;157.71;161.21
12:00-13:00;48.92;41.57;34.06;80.00;58.02;64.97;37.67;67.01;167.63;140.56
13:00-14:00;46.65;41.01;31.54;79.89;55.97;64.25;34.04;62.53;165.06;135.87
14:00-15:00;41.82;39.24;27.92;78.70;49.08;61.46;32.90;60.00;170.09;136.58
15:00-16:00;37.84;36.29;27.00;77.00;45.02;58.64;32.54;60.00;189.04;148.50
16:00-17:00;43.83;29.47;30.50;75.75;47.10;61.49;33.21;62.78;190.96;161.21
17:00-18:00;52.66;30.09;36.99;77.51;55.55;67.05;42.85;69.92;223.30;173.89
18:00-19:00;62.06;35.43;36.80;83.87;56.74;68.53;44.23;71.99;243.94;182.18
19:00-20:00;59.78;41.00;35.00;80.10;54.68;69.01;41.60;68.95;240.00;171.62
20:00-21:00;47.89;38.95;29.00;77.07;49.48;66.58;33.89;62.66;230.82;161.21
21:00-22:00;40.66;32.53;25.01;66.20;42.91;62.74;31.34;59.00;214.02;139.16
22:00-23:00;45.35;26.69;25.10;66.60;39.36;62.44;31.30;56.53;215.88;132.00
23:00-24:00;44.29;26.56;22.28;65.82;39.60;54.70;30.12;54.86;203.80;108.31
00:00-01:00;42.64;25.26;15.58;59.99;31.26;58.60;27.81;56.86;196.23;105.98
01:00-02:00;38.00;19.04;19.05;55.80;28.73;50.49;27.62;55.75;191.85;96.79
02:00-03:00;32.20;15.96;16.96;52.98;28.18;51.20;27.54;53.14;195.91;95.31
03:00-04:00;16.27;13.70;12.75;50.00;24.73;48.80;26.47;49.03;186.66;90.19
04:00-05:00;15.49;11.01;10.81;49.19;19.42;48.50;26.70;48.45;178.04;95.60
05:00-06:00;33.77;9.08;10.85;52.07;30.60;49.80;28.20;49.07;191.65;108.60
06:00-07:00;46.70;9.28;9.85;63.55;34.87;62.92;32.00;50.87;237.44;138.84
07:00-08:00;62.87;11.76;13.47;80.40;45.09;72.60;43.66;50.23;299.95;157.20
08:00-09:00;59.51;15.84;16.24;77.90;49.29;81.17;47.40;51.60;313.92;181.67
09:00-10:00;61.62;16.93;19.41;82.73;49.14;81.79;47.92;57.43;315.00;177.94
10:00-11:00;59.99;18.11;20.12;84.59;48.56;81.15;46.87;59.45;310.41;158.58
11:00-12:00;58.32;19.19;21.85;84.09;50.46;80.00;44.20;61.53;310.08;148.51
12:00-13:00;57.73;19.25;22.93;82.06;47.81;76.39;41.60;60.39;300.00;143.13
13:00-14:00;53.76;20.47;21.24;80.00;45.36;75.00;38.01;56.41;297.01;143.63
14:00-15:00;50.84;18.21;20.53;77.79;47.10;76.06;36.21;53.18;299.96;146.48
15:00-16:00;46.87;16.21;21.45;75.69;47.98;75.40;36.27;54.85;302.73;147.50
16:00-17:00;50.02;11.34;23.92;75.85;48.90;76.78;40.62;56.52;297.97;143.16
17:00-18:00;59.79;14.15;26.58;88.38;51.90;83.45;47.30;62.09;313.79;149.02
18:00-19:00;66.02;18.64;35.00;103.30;52.69;85.15;49.97;65.11;310.82;144.74
19:00-20:00;61.50;24.45;33.00;88.26;49.10;78.16;47.36;73.91;294.98;141.07
20:00-21:00;57.30;27.75;30.66;79.67;44.00;71.92;45.21;63.58;267.45;124.84
21:00-22:00;46.82;24.56;26.89;70.49;36.99;67.73;41.56;57.43;242.23;101.90
22:00-23:00;50.00;18.75;26.93;68.39;38.43;65.52;39.90;56.84;217.03;85.85
23:00-24:00;47.33;25.81;23.12;70.21;37.90;63.02;33.12;60.72;198.93;47.37
00:00-01:00;40.36;27.67;21.95;66.76;37.33;60.84;35.01;58.25;210.34;7.41
01:00-02:00;28.17;26.95;20.04;64.79;36.30;55.61;34.00;53.19;202.42;0.89
02:00-03:00;35.03;24.22;19.78;62.05;34.20;52.85;31.43;50.87;197.60;1.15
03:00-04:00;28.26;27.08;19.36;53.34;33.00;51.00;29.14;47.69;193.00;0.08
04:00-05:00;26.76;20.91;19.56;50.62;33.05;49.98;28.86;46.36;194.90;0.08
05:00-06:00;28.27;13.09;21.67;58.30;37.09;51.60;28.43;52.30;204.45;5.53
06:00-07:00;34.12;16.41;28.50;75.80;41.50;58.31;29.32;62.51;230.92;64.37
07:00-08:00;38.34;18.72;41.61;90.70;53.07;70.31;31.32;77.90;286.61;99.99
08:00-09:00;43.65;17.21;45.93;96.88;57.22;76.57;35.68;86.40;300.02;142.35
09:00-10:00;45.00;21.20;44.00;93.10;59.02;73.83;40.00;89.06;297.16;145.72
10:00-11:00;46.36;25.96;41.94;82.57;57.58;73.87;38.08;77.20;277.02;135.46
11:00-12:00;46.34;28.83;41.96;81.61;57.45;72.77;37.90;74.07;261.69;132.59
12:00-13:00;49.72;30.73;37.96;79.98;54.61;68.77;38.60;72.94;249.44;121.71
13:00-14:00;41.89;31.80;36.24;79.56;54.83;67.20;33.06;71.38;247.70;111.17
14:00-15:00;37.94;30.37;33.57;79.82;54.74;68.00;31.59;69.21;255.01;116.81
15:00-16:00;38.34;23.39;31.00;78.87;54.01;66.06;32.51;69.04;277.90;118.92
16:00-17:00;40.28;12.70;32.00;79.56;54.96;66.18;33.71;69.81;289.94;122.49
17:00-18:00;51.79;18.49;37.21;83.65;57.47;69.23;41.05;75.00;316.40;135.19
18:00-19:00;59.12;25.81;42.88;95.76;57.66;77.54;44.62;83.00;315.90;134.95
19:00-20:00;58.65;35.48;40.00;88.44;54.90;71.83;44.65;79.63;309.20;131.96
20:00-21:00;50.94;42.00;33.09;85.00;50.00;69.19;40.15;70.95;285.33;119.26
21:00-22:00;44.80;36.08;30.26;77.60;43.13;67.12;29.38;64.41;245.00;96.53
22:00-23:00;52.81;31.80;33.18;77.95;42.40;66.03;36.08;62.25;235.22;94.22
23:00-24:00;48.69;33.00;28.10;77.51;37.92;63.57;39.13;61.12;211.84;70.75
00:00-01:00;43.47;32.19;21.51;67.19;35.64;57.54;25.26;56.18;196.65;37.79
01:00-02:00;40.00;27.59;19.81;60.37;34.69;51.63;23.53;55.26;187.10;13.19
02:00-03:00;25.86;26.81;19.10;60.71;34.00;46.16;24.15;54.67;184.27;10.00
03:00-04:00;16.97;25.75;15.74;51.37;33.08;44.95;20.65;48.16;179.58;6.27
04:00-05:00;14.51;17.86;13.78;48.46;33.46;43.22;20.57;46.57;178.33;7.60
05:00-06:00;16.47;15.16;20.19;60.01;35.10;42.51;21.04;48.86;193.50;30.02
06:00-07:00;16.18;19.84;24.38;73.69;39.93;42.98;20.64;50.05;236.76;91.12
07:00-08:00;23.10;33.98;35.92;82.87;48.50;51.36;29.60;65.40;273.18;118.91
08:00-09:00;31.50;45.51;40.50;87.00;49.56;54.89;28.80;62.12;300.10;120.99
09:00-10:00;35.70;48.06;41.00;88.01;52.36;62.11;27.47;68.46;292.74;120.00
10:00-11:00;25.75;46.20;38.66;86.71;52.38;65.00;30.25;67.79;275.50;102.84
11:00-12:00;23.98;45.00;36.46;86.40;52.45;64.47;28.93;70.78;258.65;100.91
12:00-13:00;29.73;45.38;35.00;82.94;52.08;62.89;33.53;70.70;245.11;91.28
13:00-14:00;24.67;42.49;33.30;81.19;51.03;59.50;26.72;69.50;232.08;92.40
14:00-15:00;25.70;41.53;32.21;79.69;47.14;55.73;24.31;68.77;234.77;100.68
15:00-16:00;27.07;36.31;33.00;76.98;45.92;50.69;25.33;73.60;240.01;102.43
16:00-17:00;31.11;32.37;36.08;77.15;46.50;47.68;27.36;65.63;255.00;102.30
17:00-18:00;39.66;33.53;41.94;79.97;50.52;54.03;33.73;74.76;284.82;120.63
18:00-19:00;41.96;41.31;46.99;89.85;52.44;57.89;38.91;78.93;285.97;132.89
19:00-20:00;46.09;47.89;45.39;81.28;51.99;58.31;40.87;77.10;269.03;117.34
20:00-21:00;37.35;48.42;38.08;78.33;44.17;53.19;38.11;70.00;253.10;115.71
21:00-22:00;32.85;41.89;30.51;70.04;42.19;46.54;30.38;60.03;222.79;89.09
22:00-23:00;37.62;35.24;29.93;69.21;42.57;57.61;35.17;61.56;213.64;76.80
23:00-24:00;32.17;37.44;26.24;64.28;38.04;54.06;37.81;59.97;200.22;46.89
00:00-01:00;26.00;35.00;21.00;59.20;43.15;57.48;30.22;64.68;190.00;36.58
01:00-02:00;27.86;33.04;19.66;53.20;38.42;52.29;26.98;61.60;188.72;22.21
02:00-03:00;27.60;26.56;18.13;50.16;36.11;43.74;25.65;60.99;187.87;15.39
