;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
4697;224.5;264.0;-684.0;10.5;143.5;85.0;0.0;144.5;0.0;-643.5
4698;910.5;703.0;-181.5;347.0;165.5;224.5;0.0;88.5;0.0;0.0
4699;1134.0;522.5;50.0;226.0;64.0;385.5;0.0;92.5;0.0;704.0
4700;753.5;373.0;46.0;218.0;98.0;377.0;0.0;91.5;0.0;776.0
4701;215.0;112.5;-288.0;253.5;136.5;253.5;0.0;95.5;0.0;662.5
4702;639.0;355.0;380.5;814.5;255.0;310.0;0.0;270.5;0.0;650.5
4703;408.0;329.5;18.5;174.5;240.0;431.0;0.0;84.5;0.0;657.0
4704;-44.5;-219.5;-228.5;269.0;-50.5;-72.5;0.0;74.5;0.0;494.0
4705;-667.0;-483.5;-485.0;226.0;-486.0;-389.5;0.0;-72.5;0.0;162.5
4706;-898.0;-758.5;-485.5;175.0;-5.5;-485.0;0.0;-389.0;0.0;-144.0
4707;-899.0;-950.5;-749.5;85.0;-831.0;-485.0;0.0;-712.5;0.0;-394.0
4708;-899.0;-972.0;-895.0;-432.5;-897.5;-485.0;0.0;-962.0;0.0;-482.0
4709;-898.0;-972.5;-421.5;-632.0;-166.5;-485.0;0.0;-892.5;0.0;-553.5
4710;-775.5;-660.5;-38.0;-649.0;108.0;-202.0;0.0;-97.5;0.0;-563.5
4711;5.0;-207.5;483.5;-577.0;206.0;80.0;0.0;66.0;0.0;-483.0
4712;507.0;0.5;572.5;-488.0;316.5;79.0;0.0;371.0;0.0;-324.0
4713;828.0;253.0;706.5;-189.5;343.0;92.0;0.0;305.5;0.0;-3.0
4714;858.5;686.5;243.0;120.5;233.5;97.0;0.0;152.5;0.0;-303.5
4715;659.0;752.0;183.0;139.0;96.0;0.0;0.0;62.0;0.0;-626.5
4716;677.0;629.0;126.0;262.5;209.5;0.0;0.0;89.0;0.0;-394.0
4717;645.0;476.5;212.5;-122.0;222.0;-226.5;0.0;104.0;0.0;-162.0
4718;520.5;374.5;135.0;-326.0;179.5;-476.5;0.0;98.0;0.0;-467.5
4719;265.5;149.0;37.5;-613.5;199.0;-485.5;0.0;75.0;0.0;-483.0
4720;264.0;93.5;0.0;-579.5;204.0;-480.5;0.0;58.5;0.0;-554.0
4721;799.5;115.5;0.0;54.5;188.0;46.0;0.0;97.5;0.0;-511.0
4722;603.5;438.5;0.0;151.0;179.5;114.0;0.0;113.5;0.0;-94.5
4723;534.0;208.5;113.0;188.0;130.5;81.0;0.0;202.0;0.0;196.5
4724;359.5;86.0;214.5;95.0;126.5;111.5;0.0;94.5;0.0;238.5
4725;97.5;0.0;149.0;103.5;241.0;120.0;0.0;166.5;0.0;201.0
4726;450.0;448.0;513.5;267.5;254.0;159.0;0.0;355.0;0.0;377.5
4727;301.0;224.5;460.0;160.5;60.5;117.0;0.0;183.0;0.0;121.5
4728;-274.5;-566.5;170.0;-187.0;-217.5;-317.0;0.0;98.0;0.0;78.5
4729;-898.0;-972.5;36.0;-626.0;-406.5;-486.0;0.0;1.5;0.0;-302.5
4730;-899.0;-972.5;-380.5;-648.0;-538.0;-486.5;0.0;111.5;0.0;-464.5
4731;-898.5;-972.0;-575.5;-711.5;-886.0;-486.0;0.0;64.5;0.0;-642.0
4732;-898.5;-972.0;-608.0;-811.0;-895.5;-485.0;0.0;0.0;0.0;-642.0
4733;-899.5;-972.0;-736.0;-738.5;-655.5;-484.0;0.0;0.0;0.0;-327.5
4734;-898.5;-708.5;-646.0;81.5;80.0;-155.0;0.0;0.0;0.0;139.5
4735;-12.5;0.0;-646.0;306.5;105.5;121.0;0.0;1.0;0.0;0.0
4736;535.0;364.0;69.0;571.0;110.0;536.0;0.0;99.0;0.0;0.0
4737;967.5;886.5;425.0;519.0;160.5;405.5;0.0;0.0;0.0;0.0
4738;1053.0;960.5;344.5;348.0;143.5;445.0;0.0;0.0;0.0;0.0
4739;1010.0;891.5;170.5;375.5;156.5;370.0;0.0;1.0;0.0;0.0
4740;803.0;380.5;119.5;323.0;180.0;323.5;0.0;40.5;0.0;0.0
4741;459.0;326.0;0.0;300.0;195.0;189.5;0.0;-154.0;0.0;0.0
4742;298.5;364.5;-218.0;235.0;200.0;76.5;0.0;-318.0;0.0;0.0
4743;253.0;360.0;-409.5;264.5;188.0;97.5;0.0;-552.0;0.0;0.0
4744;177.0;243.5;-633.5;11.0;191.5;98.5;0.0;-803.0;0.0;0.0
4745;150.0;196.5;-36.0;288.5;201.5;94.5;0.0;-650.5;0.0;0.0
4746;939.0;198.0;232.5;244.0;190.5;96.5;0.0;-85.5;0.0;0.0
4747;713.5;200.5;323.5;295.5;129.0;314.5;0.0;127.0;0.0;0.0
4748;165.0;292.0;235.0;282.5;104.5;200.0;0.0;126.0;0.0;0.0
4749;4.5;553.5;188.5;158.0;52.5;118.5;0.0;98.0;0.0;0.0
4750;475.0;778.5;568.5;184.0;221.0;221.5;0.0;66.0;0.0;0.0
4751;478.5;271.0;773.0;334.0;276.0;191.5;0.0;62.0;0.0;0.0
4752;-183.5;115.0;208.5;-106.5;-218.5;-145.5;0.0;183.5;0.0;0.0
4753;-900.5;-93.5;50.5;-649.0;-797.5;-629.5;0.0;75.5;0.0;0.0
4754;-900.5;-384.5;-349.0;-795.5;-886.0;-647.0;0.0;71.5;0.0;0.0
4755;-900.0;-809.0;-628.0;-971.5;-1046.5;-646.0;0.0;89.0;0.0;0.0
4756;-899.5;-985.0;-344.5;-971.5;-1135.0;-646.0;0.0;95.0;0.0;0.0
4757;-901.5;-984.0;-529.5;-972.0;-990.5;-645.5;0.0;96.0;0.0;0.0
4758;-829.5;-933.5;-928.0;-954.5;28.0;-566.0;0.0;90.0;0.0;0.0
4759;17.5;-652.0;-667.0;-203.0;97.0;101.5;0.0;73.5;0.0;0.0
4760;541.0;-413.0;-120.5;146.5;112.0;238.0;0.0;-73.0;0.0;0.0
4761;1005.5;16.0;100.0;272.5;175.5;187.5;0.0;-388.5;0.0;0.0
4762;1233.5;192.0;98.0;456.5;184.0;126.0;0.0;-641.5;0.0;0.0
4763;1202.0;88.5;179.5;264.5;218.5;149.5;0.0;-844.5;0.0;0.0
4764;368.5;136.5;121.0;279.5;184.0;240.0;0.0;-972.0;0.0;0.0
4765;144.0;159.0;-239.0;355.5;171.0;213.0;0.0;-972.0;0.0;0.0
4766;0.0;62.5;-647.5;200.0;206.0;228.5;0.0;-971.0;0.0;0.0
4767;179.0;0.0;-395.0;291.0;272.0;163.0;0.0;-971.0;0.0;0.0
4768;522.0;0.0;-325.0;296.0;250.5;159.5;0.0;-971.0;0.0;0.0
4769;776.5;65.0;-179.0;375.5;180.0;181.0;0.0;-656.0;0.0;0.0
4770;1145.0;194.0;176.5;490.0;121.0;232.5;0.0;66.0;0.0;0.0
4771;992.0;94.5;144.0;236.0;-6.5;252.0;0.0;98.5;0.0;0.0
4772;41.5;52.0;101.0;241.0;0.0;211.5;0.0;123.5;0.0;0.0
4773;0.0;0.0;127.0;112.0;1.5;204.0;0.0;108.5;0.0;0.0
4774;121.0;517.0;567.0;181.5;183.0;320.0;0.0;314.0;0.0;0.0
4775;399.0;923.0;743.0;78.5;148.0;304.0;0.0;49.5;0.0;0.0
4776;257.0;407.5;315.5;-265.0;-215.5;203.5;0.0;-73.0;0.0;0.0
4777;-189.0;163.0;56.0;-786.5;-867.5;89.5;0.0;-234.5;0.0;0.0
4778;-808.0;108.0;-418.5;-889.5;-975.0;-453.0;0.0;-550.0;0.0;0.0
4779;-899.0;86.0;-806.0;-970.5;-973.5;-647.5;0.0;-870.0;0.0;0.0
4780;-900.0;-410.5;-891.0;-970.5;-973.5;-647.0;0.0;-968.0;0.0;0.0
4781;-900.5;-650.0;-850.5;-971.0;-973.0;-647.0;0.0;0.0;0.0;0.0
4782;-899.0;-649.0;-400.0;-969.0;-252.0;-332.5;0.0;68.5;0.0;0.0
4783;-898.5;-649.0;0.0;53.5;214.5;152.0;0.0;229.0;0.0;0.0
4784;-608.0;-541.0;0.0;271.0;237.0;206.5;0.0;623.5;0.0;0.0
4785;31.5;0.0;0.0;353.0;278.0;189.5;0.0;95.5;0.0;0.0
4786;153.5;106.5;0.0;659.0;283.0;159.0;0.0;84.5;0.0;0.0
4787;215.0;174.5;0.0;392.5;182.5;154.5;0.0;65.0;0.0;0.0
4788;123.0;490.5;0.0;395.0;151.0;190.0;0.0;71.0;0.0;0.0
4789;77.5;280.5;0.0;416.5;187.5;184.0;0.0;91.5;0.0;0.0
4790;0.5;-399.0;0.0;240.0;233.0;189.5;0.0;122.0;0.0;0.0
4791;0.0;-651.0;0.0;132.5;205.0;202.0;0.0;94.5;0.0;0.0
4792;0.0;-770.5;0.0;158.0;170.5;187.0;0.0;95.0;0.0;0.0
4793;4.0;-442.0;0.0;194.0;324.0;152.0;0.0;106.5;0.0;0.0
4794;280.0;-102.5;0.0;175.0;196.5;210.5;0.0;94.5;0.0;0.0
4795;277.0;0.0;0.0;168.0;407.5;256.0;0.0;95.5;0.0;0.0
4796;166.0;272.5;0.0;154.5;494.0;217.0;0.0;113.0;0.0;0.0
4797;465.5;295.5;0.0;191.0;205.5;193.5;0.0;105.0;0.0;0.0
4798;745.0;547.0;0.0;127.0;241.0;326.0;0.0;121.5;0.0;0.0
4799;851.0;790.5;0.0;81.0;66.0;447.5;0.0;40.5;0.0;0.0
4800;305.0;192.5;0.0;-415.5;-214.0;249.5;0.0;24.0;0.0;0.0
4801;123.0;-395.0;0.0;-971.5;-1015.5;166.0;0.0;41.5;0.0;0.0
4802;-183.0;-711.5;0.0;-971.5;-1130.0;104.5;0.0;-73.5;0.0;0.0
4803;-853.0;-811.0;0.0;-971.0;-1125.5;-144.5;0.0;-388.5;0.0;0.0
4804;-600.0;-779.0;0.0;-971.0;-1130.0;-470.0;0.0;-487.0;0.0;0.0
4805;-707.5;-120.5;0.0;-900.0;-493.5;-648.0;0.0;35.5;0.0;0.0
4806;-900.0;371.0;0.0;-505.5;76.5;-648.0;0.0;67.0;0.0;0.0
4807;-899.5;8.5;0.0;38.0;154.0;-362.0;0.0;75.0;0.0;0.0
4808;-761.5;0.0;0.0;233.0;170.0;140.0;0.0;93.5;0.0;0.0
4809;-243.0;0.0;0.0;258.5;189.0;200.5;0.0;108.0;0.0;0.0
4810;106.0;0.0;0.0;344.5;200.0;139.0;0.0;70.0;0.0;0.0
4811;181.5;0.0;0.0;366.0;190.0;58.5;0.0;79.5;0.0;0.0
4812;264.5;0.0;0.0;374.5;165.5;0.0;0.0;84.5;0.0;0.0
4813;98.0;0.0;0.0;368.0;197.5;-146.0;0.0;-73.0;0.0;0.0
4814;-145.5;0.0;0.0;291.0;204.0;-478.5;0.0;-388.5;0.0;0.0
4815;-162.0;0.0;0.0;227.0;172.5;-640.0;0.0;-640.0;0.0;0.0
4816;-516.0;0.0;0.0;224.0;147.0;-648.0;0.0;-327.0;0.0;0.0
4817;-647.5;0.0;0.0;147.0;213.5;-331.5;0.0;55.0;0.0;0.0
4818;-194.0;0.0;0.0;122.5;219.5;236.0;0.0;96.0;0.0;0.0
4819;14.5;0.0;0.0;166.0;254.5;302.0;0.0;109.0;0.0;0.0
4820;44.0;0.0;0.0;200.0;177.0;360.0;0.0;89.5;0.0;0.0
4821;47.5;0.0;0.0;221.0;182.0;264.0;0.0;79.0;0.0;0.0
4822;335.0;0.0;0.0;217.0;379.5;445.0;0.0;75.5;0.0;0.0
4823;457.5;0.0;0.0;120.5;273.0;470.0;0.0;72.0;0.0;0.0
4824;-161.5;0.0;0.0;-363.0;173.0;251.5;0.0;-73.0;0.0;0.0
4825;-846.5;0.0;0.0;-812.0;119.5;241.0;0.0;-316.0;0.0;0.0
4826;-747.0;0.0;0.0;-811.5;-286.0;190.5;0.0;-550.0;0.0;0.0
4827;-736.0;0.0;0.0;-944.5;-945.0;-145.5;0.0;-873.5;0.0;0.0
4828;-736.0;0.0;0.0;-971.0;-1130.0;-629.5;0.0;-969.0;0.0;0.0
4829;-800.5;0.0;0.0;-971.0;-1130.0;-486.5;0.0;-332.0;0.0;0.0
4830;-686.5;0.0;0.0;-124.0;-983.5;-557.5;0.0;40.0;0.0;0.0
4831;43.5;0.0;0.0;0.0;94.5;-331.0;0.0;75.0;0.0;0.0
4832;813.5;0.0;0.0;239.0;187.5;120.5;0.0;88.5;0.0;0.0
4833;964.0;0.0;0.0;350.5;101.5;58.0;0.0;93.5;0.0;0.0
4834;883.5;0.0;0.0;238.0;143.5;-454.0;0.0;158.0;0.0;0.0
4835;841.0;0.0;0.0;183.0;170.0;-801.5;0.0;65.5;0.0;0.0
4836;832.0;0.0;0.0;235.0;282.0;-808.5;0.0;81.0;0.0;0.0
4837;837.0;0.0;0.0;233.0;204.0;-808.0;0.0;34.5;0.0;0.0
4838;362.0;0.0;0.0;234.0;1.5;-807.0;0.0;0.0;0.0;0.0
4839;181.5;0.0;0.0;207.0;101.0;-807.0;0.0;24.0;0.0;0.0
4840;202.0;0.0;0.0;290.5;254.5;-728.0;0.0;69.5;0.0;0.0
4841;187.5;0.0;0.0;343.0;227.5;133.5;0.0;130.0;0.0;0.0
4842;737.0;0.0;0.0;315.5;136.5;283.0;0.0;90.0;0.0;0.0
4843;841.5;0.0;0.0;203.0;164.5;339.0;0.0;130.5;0.0;0.0
4844;233.0;0.0;0.0;198.0;211.5;349.0;0.0;90.0;0.0;0.0
4845;106.0;0.0;0.0;155.0;112.0;389.0;0.0;86.5;0.0;0.0
4846;297.0;0.0;0.0;121.5;217.0;589.5;0.0;132.5;0.0;231.5
4847;104.0;0.0;0.0;95.0;221.0;628.0;0.0;66.0;0.0;380.0
4848;-164.0;0.0;0.0;100.5;140.0;189.5;0.0;98.0;0.0;313.0
4849;-702.5;0.0;0.0;66.5;0.0;57.0;0.0;91.0;0.0;179.0
4850;-898.0;0.0;0.0;-189.5;0.0;-444.0;0.0;105.0;0.0;196.5
4851;-897.0;0.0;0.0;-891.0;-688.0;-797.0;0.0;-72.5;0.0;213.0
4852;-897.0;0.0;0.0;-971.5;-812.0;-806.5;0.0;-161.5;0.0;118.0
4853;-897.0;0.0;0.0;-971.5;-882.0;-727.5;0.0;39.0;0.0;109.0
4854;-827.5;0.0;0.0;-970.5;-971.0;-137.0;0.0;61.5;0.0;98.5
4855;32.5;0.0;0.0;-354.0;-810.5;66.5;0.0;78.5;0.0;89.5
4856;752.0;0.0;0.0;92.5;-650.5;10.5;0.0;168.5;0.0;96.0
4857;828.0;0.0;0.0;361.5;180.0;0.0;0.0;103.5;0.0;0.0
4858;836.5;0.0;0.0;316.0;457.0;0.0;0.0;69.0;0.0;-134.0
4859;800.0;0.0;0.0;300.0;478.0;0.0;0.0;50.5;0.0;-554.0
4860;880.5;0.0;0.0;147.5;193.0;0.0;0.0;65.5;0.0;-642.0
4861;782.5;0.0;0.0;-304.5;-683.5;0.0;0.0;91.0;0.0;-642.0
4862;406.0;0.0;0.0;-611.0;-961.5;0.0;0.0;98.5;0.0;-642.0
4863;0.5;0.0;0.0;-579.5;-997.5;0.0;0.0;110.5;0.0;-642.0
4864;19.0;0.0;0.0;0.0;-1001.5;0.0;0.0;124.5;0.0;-642.0
4865;154.5;0.0;0.0;103.5;-413.5;0.0;0.0;120.5;0.0;91.0
4866;359.5;0.0;0.0;296.5;180.5;0.0;0.0;91.5;0.0;183.0
4867;1048.5;0.0;0.0;309.5;354.0;0.0;0.0;157.5;0.0;400.5
4868;445.0;0.0;0.0;268.0;389.0;0.0;0.0;166.0;0.0;684.0
4869;2.0;0.0;0.0;205.0;392.0;0.0;0.0;96.0;0.0;496.0
4870;170.0;0.0;0.0;435.0;338.0;0.0;0.0;145.5;0.0;572.5
4871;138.5;0.0;0.0;470.0;311.0;0.0;0.0;91.5;0.0;355.0
4872;102.0;0.0;0.0;414.5;-307.5;0.0;0.0;63.5;0.0;324.0
4873;-387.0;0.0;0.0;482.5;-957.0;0.0;0.0;42.0;0.0;510.0
4874;-864.5;0.0;0.0;385.5;-1001.0;0.0;0.0;0.0;0.0;536.0
4875;-898.0;0.0;0.0;34.0;-1071.5;0.0;0.0;0.0;0.0;587.0
4876;-898.5;0.0;0.0;-162.0;-1160.5;0.0;0.0;0.0;0.0;45.5
4877;-865.0;0.0;0.0;-598.0;-897.0;0.0;0.0;1.0;0.0;-152.0
4878;-685.0;0.0;0.0;-935.0;40.5;0.0;0.0;0.0;0.0;-312.0
4879;124.5;0.0;0.0;-971.0;460.5;0.0;0.0;0.0;0.0;-474.0
4880;659.0;0.0;0.0;-621.0;504.5;0.0;0.0;0.0;0.0;-481.5
4881;1035.0;0.0;0.0;-256.0;316.0;0.0;0.0;1.0;0.0;-482.0
4882;816.0;0.0;0.0;-155.0;201.5;0.0;0.0;112.0;0.0;-482.0
4883;714.0;0.0;0.0;0.0;192.0;0.0;0.0;70.5;0.0;-482.0
4884;519.5;0.0;0.0;309.5;204.0;0.0;0.0;38.0;0.0;-481.5
4885;380.0;0.0;0.0;106.0;220.0;0.0;0.0;-226.0;0.0;-481.5
4886;24.0;0.0;0.0;-370.0;243.5;0.0;0.0;-551.5;0.0;-481.5
4887;-120.5;0.0;4.0;-972.0;254.0;0.0;0.0;-649.0;0.0;-481.5
4888;-437.5;0.0;11.0;-676.5;227.5;0.0;0.0;-327.5;0.0;-481.5
4889;-19.5;0.0;84.0;-273.0;276.5;0.0;0.0;47.5;0.0;-481.5
4890;797.5;0.0;0.0;316.0;112.5;0.0;0.0;99.5;0.0;-3.0
4891;912.0;0.0;0.0;907.5;103.0;0.0;0.0;95.5;0.0;259.0
4892;451.0;0.0;68.5;688.0;170.0;0.0;0.0;75.0;0.0;294.0
4893;99.5;0.0;68.0;567.0;154.0;0.0;0.0;64.5;0.0;270.5
4894;558.5;0.0;449.0;925.5;257.0;0.0;0.0;125.5;0.0;321.5
4895;92.5;0.0;584.5;1029.5;127.5;0.0;0.0;82.0;0.0;294.0
4896;-279.0;0.0;-64.0;332.0;-277.0;0.0;0.0;97.5;0.0;151.5
4897;-860.0;0.0;-162.0;-440.5;-723.0;0.0;0.0;110.5;0.0;143.5
4898;-900.0;0.0;-389.5;-714.5;-897.5;0.0;0.0;-72.5;0.0;-144.0
4899;-900.0;0.0;-842.5;-954.5;-1001.5;0.0;0.0;-234.0;0.0;-545.0
4900;-901.0;0.0;-971.0;-900.5;-918.5;0.0;0.0;-396.0;0.0;-641.0
4901;-901.0;0.0;-971.5;-739.5;-735.0;0.0;0.0;-485.0;0.0;-405.5
4902;-900.5;0.0;-970.5;-82.0;70.0;0.0;0.0;-485.0;0.0;-160.0
4903;-73.5;0.0;-748.0;0.0;309.0;0.0;0.0;-485.5;0.0;-80.5
4904;459.5;0.0;-196.0;0.0;309.5;0.0;0.0;-485.0;0.0;0.0
4905;267.0;0.0;213.0;0.0;269.5;0.0;0.0;-287.0;0.0;0.0
4906;224.5;0.0;224.5;0.0;295.5;0.0;0.0;43.5;0.0;0.0
4907;225.5;0.0;110.5;0.0;416.0;0.0;0.0;89.0;0.0;0.0
4908;115.0;0.0;314.5;0.0;271.5;0.0;0.0;125.0;0.0;0.0
4909;163.0;0.0;332.0;0.0;245.0;0.0;0.0;112.5;0.0;0.0
4910;779.5;0.0;278.5;0.0;271.0;0.0;0.0;93.5;0.0;0.0
4911;806.0;0.0;278.0;0.0;258.0;0.0;0.0;94.0;0.0;0.0
4912;546.5;5.5;131.0;0.0;198.0;0.0;0.0;74.0;0.0;0.0
4913;251.0;1.5;159.0;0.0;211.0;0.0;0.0;77.0;0.0;0.5
4914;305.5;29.0;234.0;0.0;391.5;0.0;0.0;116.5;0.0;110.0
4915;690.0;3.5;229.5;0.0;414.0;0.0;0.0;84.0;0.0;195.5
4916;539.5;0.0;223.5;0.0;135.5;0.0;0.0;79.5;0.0;160.5
4917;438.0;0.0;183.5;0.0;226.0;0.0;0.0;97.5;0.0;160.0
4918;670.0;408.5;478.0;0.0;491.0;0.0;0.0;90.5;0.0;373.5
4919;320.0;158.5;862.0;0.0;165.5;0.0;0.0;70.0;0.0;273.0
4920;-124.5;1.5;266.0;0.0;-218.5;0.0;0.0;503.5;0.0;231.5
4921;-533.0;0.0;-205.5;0.0;-641.5;0.0;0.0;158.0;0.0;190.0
4922;-738.5;-103.0;-530.5;0.0;-722.0;0.0;0.0;-73.0;0.0;-142.5
4923;-740.0;-404.0;-854.5;0.0;-875.5;0.0;0.0;-336.5;0.0;-545.0
4924;-740.0;-648.0;-970.5;0.0;-885.5;0.0;0.0;-612.5;0.0;-641.0
4925;-740.0;-774.5;-971.0;0.0;-522.0;0.0;0.0;-649.0;0.0;-580.0
4926;-739.0;-1095.0;-970.5;0.0;43.0;0.0;0.0;-649.5;0.0;-245.5
4927;-54.5;-1072.5;-970.5;0.0;110.5;0.0;0.0;-523.0;0.0;169.0
4928;344.5;-510.0;-874.5;0.0;186.5;0.0;0.0;-325.0;0.0;192.0
4929;770.0;221.5;-28.5;0.0;197.0;0.0;0.0;-325.0;0.0;172.5
4930;750.5;157.0;104.0;0.0;223.0;0.0;0.0;-325.0;0.0;187.0
4931;693.0;150.0;300.0;0.0;261.0;0.0;0.0;-325.0;0.0;179.0
4932;557.5;149.0;641.5;0.0;302.5;0.0;0.0;-325.0;0.0;108.0
4933;542.0;250.0;48.5;0.0;246.0;0.0;0.0;-551.0;0.0;77.5
4934;370.5;43.5;-368.0;0.0;215.0;0.0;0.0;-648.0;0.0;-49.0
4935;306.5;-125.0;-692.0;0.0;229.5;0.0;0.0;-719.5;0.0;-465.5
4936;415.5;-326.0;-810.0;0.0;247.5;0.0;0.0;-649.5;0.0;-481.5
4937;384.5;-202.0;-202.0;0.0;489.0;0.0;0.0;62.5;0.0;-243.0
4938;414.0;247.5;-8.5;0.0;329.5;0.0;0.0;120.0;0.0;211.5
4939;626.5;408.0;61.5;0.0;110.5;0.0;0.0;123.0;0.0;212.0
4940;145.5;375.5;55.5;0.0;235.5;0.0;0.0;163.5;0.0;226.5
4941;94.0;351.0;75.0;0.0;178.5;0.0;0.0;368.5;0.0;196.5
4942;291.5;728.0;598.0;0.0;287.5;0.0;0.0;363.5;0.0;447.5
4943;616.5;1112.5;206.5;0.0;214.5;0.0;0.0;87.0;0.0;294.5
4944;353.0;138.5;0.0;0.0;-599.0;0.0;0.0;79.0;0.0;225.0
4945;-127.0;69.0;-62.0;0.0;-971.5;0.0;0.0;92.5;0.0;195.5
4946;-516.0;22.0;-404.0;0.0;-971.5;0.0;0.0;99.5;0.0;-46.0
4947;-869.0;-410.0;-745.5;0.0;-971.0;0.0;0.0;97.0;0.0;-312.5
4948;-899.0;-644.0;-970.5;0.0;-940.5;0.0;0.0;91.0;0.0;-477.0
4949;-900.5;-621.5;-971.0;0.0;-807.5;0.0;0.0;86.0;0.0;-244.0
4950;-900.0;-1054.0;-544.0;0.0;-49.5;0.0;0.0;109.0;0.0;9.0
4951;-679.5;-1215.0;-175.0;0.0;178.0;0.0;0.0;22.5;0.0;235.0
4952;-30.5;-946.0;460.5;0.0;170.5;0.0;0.0;0.0;0.0;236.0
4953;262.0;-404.0;720.0;0.0;353.0;0.0;0.0;0.0;0.0;150.0
4954;96.0;53.0;147.5;0.0;341.5;0.0;0.0;0.0;0.0;163.0
4955;119.0;16.5;365.5;0.0;315.5;0.0;0.0;0.0;0.0;169.5
4956;204.0;0.0;503.5;0.0;198.0;0.0;0.0;0.0;0.0;191.0
4957;135.5;-214.0;768.5;0.0;188.0;0.0;0.0;0.0;0.0;189.0
4958;128.5;-324.0;493.0;0.0;171.5;0.0;0.0;0.0;0.0;141.5
4959;102.0;-324.0;127.0;0.0;175.5;0.0;0.0;0.0;0.0;78.5
4960;-125.5;-21.0;52.5;0.0;266.0;13.5;0.0;0.0;0.0;120.5
4961;-182.0;0.0;190.0;0.0;171.5;55.0;0.0;0.0;0.0;119.5
4962;163.5;0.0;218.5;0.0;292.5;411.0;0.0;0.0;0.0;160.5
4963;182.0;-11.5;194.0;0.0;467.5;228.0;0.0;0.0;0.0;211.5
4964;124.5;1.0;96.0;0.0;275.0;144.0;0.0;0.0;0.0;241.0
4965;0.0;103.0;97.0;0.0;212.0;253.0;0.0;0.0;0.0;411.5
4966;176.0;371.0;413.5;0.0;256.0;595.0;0.0;0.0;0.0;500.0
4967;288.0;663.5;450.5;0.0;272.0;396.0;0.0;0.0;0.0;351.0
4968;155.5;177.5;0.0;0.0;-216.5;48.0;0.0;0.0;0.0;224.5
4969;133.5;-124.5;0.0;0.0;-616.5;39.5;0.0;0.0;0.0;130.5
4970;-126.0;-447.0;0.0;0.0;-794.0;-252.0;0.0;0.0;0.0;-143.5
4971;-546.0;-991.0;0.0;0.0;-971.5;-646.0;0.0;0.0;0.0;-321.0
4972;-574.0;-1129.5;0.0;0.0;-971.0;-646.0;0.0;0.0;0.0;-321.5
4973;-719.0;-976.5;0.0;0.0;-890.5;-566.0;0.0;0.0;0.0;-321.5
4974;-735.0;-289.0;0.0;0.0;-572.5;-485.0;0.0;0.0;0.0;-2.0
4975;-735.0;187.5;0.0;0.0;-17.5;-4.0;0.0;0.0;0.0;0.0
4976;-735.0;767.5;0.0;0.0;255.5;148.0;0.0;0.0;0.0;0.0
4977;-435.5;733.5;0.0;0.0;299.5;188.0;0.0;0.0;0.0;0.0
4978;94.5;126.5;0.0;0.0;378.5;181.0;0.0;0.0;0.0;0.0
4979;208.0;51.0;0.0;0.0;297.0;216.5;0.0;0.0;0.0;0.0
4980;96.5;38.0;0.0;0.0;160.0;165.5;0.0;0.0;0.0;0.5
4981;52.0;39.5;0.0;0.0;171.0;196.5;0.0;0.0;0.0;0.0
4982;58.5;68.0;671.5;0.0;252.0;-145.0;0.0;0.0;0.0;0.0
4983;-354.0;80.0;579.5;0.0;271.0;-630.0;0.0;0.0;0.0;0.0
4984;-549.0;88.5;182.5;0.0;269.0;-647.5;0.0;0.0;0.0;0.0
4985;-646.0;-0.5;94.0;0.0;303.0;70.0;0.0;0.0;0.0;1.0
4986;-202.5;0.0;88.0;0.0;150.0;169.0;0.0;0.0;0.0;273.0
4987;67.5;0.0;95.0;0.0;275.5;221.0;0.0;0.0;0.0;293.5
4988;118.5;0.0;83.5;0.0;259.5;234.0;0.0;0.0;0.0;193.0
4989;106.5;0.0;79.0;0.0;192.5;208.0;0.0;0.0;0.0;175.5
4990;445.0;510.0;322.0;0.0;138.5;160.5;0.0;0.0;0.0;114.5
4991;546.5;671.5;391.0;0.0;172.5;63.5;0.0;0.0;0.0;123.0
4992;-7.0;-209.5;68.5;0.0;125.0;-146.0;0.0;0.0;0.0;141.5
4993;-360.0;-324.0;0.0;0.0;0.0;-477.0;0.0;0.0;0.0;-144.0
4994;-540.5;-324.0;-207.0;0.0;-215.0;-557.0;0.0;0.0;0.0;-464.0
4995;-734.5;-442.0;-532.0;0.0;-786.5;-646.5;0.0;0.0;0.0;-642.0
4996;-735.0;-614.0;-793.5;0.0;-893.0;-646.0;0.0;0.0;0.0;-640.5
4997;-665.0;-646.0;-811.0;0.0;-732.0;-325.0;0.0;0.0;0.0;-245.0
4998;-425.0;98.5;-14.5;0.0;-650.0;-629.0;0.0;0.0;0.0;200.0
4999;-72.0;325.0;145.0;0.0;156.5;-646.5;0.0;0.0;0.0;213.5
5000;417.5;219.5;273.0;0.0;320.0;-325.5;0.0;0.0;0.0;152.5
5001;904.0;117.0;328.0;0.0;320.5;-0.5;0.0;0.0;0.0;261.5
5002;611.0;181.5;195.0;0.0;248.5;99.0;0.0;0.0;0.0;332.0
5003;464.5;107.0;60.0;0.0;145.0;142.5;0.0;0.0;0.0;203.0
5004;403.0;127.0;84.0;0.0;-307.5;122.0;0.0;0.0;0.0;85.0
5005;375.5;141.0;119.5;0.0;-792.5;-146.0;0.0;0.0;0.0;0.0
