;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
989;-1194.0;-159.5;-962.5;-1130.0;-1298.0;-336.0;-1170.0;-276.5;-74.0;-124.0
990;-141.0;274.5;-97.5;-1146.5;-1298.0;500.0;-965.0;-7.5;-21.0;0.0
991;479.5;561.5;540.5;-1147.0;-1018.5;1118.0;225.5;679.0;80.5;0.0
992;639.0;773.5;610.0;-328.5;-974.5;1157.0;414.0;1268.5;66.0;1.0
993;578.5;1062.0;698.5;199.5;-348.0;1099.5;443.0;1290.5;75.5;45.5
994;548.5;1044.5;646.5;663.0;188.5;1013.5;365.0;1078.5;99.5;0.0
995;456.5;653.0;558.5;738.5;230.0;711.0;212.5;875.0;79.5;-53.5
996;301.5;427.5;376.5;594.5;268.0;742.5;202.5;1142.0;212.5;-397.5
997;492.0;369.5;201.0;327.5;3.5;740.0;337.0;1294.0;199.0;-1010.0
998;544.0;118.5;141.0;419.0;-1084.0;481.0;477.5;540.5;-359.5;-1290.5
999;1050.0;126.5;208.0;-185.5;-1293.0;190.0;436.0;562.5;-978.5;-1290.0
1000;1310.5;47.0;209.5;-639.5;-1182.0;0.0;415.0;869.0;-1084.5;-1021.5
1001;1357.0;335.5;640.5;-560.0;-710.5;0.0;415.5;843.5;-196.5;-382.0
1002;1262.5;795.5;810.0;372.0;-23.5;217.5;554.0;1080.0;273.0;173.5
1003;1119.5;1287.5;1192.5;585.5;411.5;1196.5;794.5;1093.5;263.5;226.0
1004;293.5;455.0;930.5;344.5;369.0;632.0;1047.0;560.0;459.0;-63.0
1005;0.0;208.5;390.5;357.0;104.5;167.0;400.5;121.5;202.5;-325.0
1006;0.0;506.0;221.5;372.5;195.5;0.0;354.5;-248.0;208.0;-108.0
1007;0.0;488.0;56.5;367.0;52.0;69.5;98.0;-326.0;232.0;0.0
1008;0.0;472.0;-122.5;467.5;0.0;886.5;-216.5;-483.5;419.0;-68.5
1009;0.0;403.0;-324.5;-406.5;73.5;404.0;-487.0;-596.0;477.5;-96.5
1010;-401.0;358.5;-601.0;-688.0;-25.5;-73.5;-898.0;-805.0;429.5;-266.5
1011;-972.0;115.0;-1192.0;-1079.5;-934.0;-922.0;-1277.5;-1140.5;277.5;-734.5
1012;-968.5;0.0;-1284.5;-1146.0;-679.5;-1050.0;-1283.5;-1140.0;-73.0;-956.0
1013;-384.0;0.0;-1283.5;-1146.0;323.5;-702.5;-1216.5;-1139.5;-74.0;-1016.5
1014;96.5;0.0;-42.5;-1147.0;407.0;-45.5;-50.5;-996.5;-21.0;-982.5
1015;490.0;695.0;437.0;-1145.0;689.0;1073.0;237.0;-104.0;80.5;-862.0
1016;313.0;924.0;774.0;-990.5;1247.0;1305.0;295.5;634.0;66.0;-80.5
1017;325.0;966.0;833.0;-984.5;1097.0;918.0;276.0;952.5;75.5;0.0
1018;219.0;1108.5;1216.5;-366.5;966.0;395.5;305.5;1225.5;99.5;-74.0
1019;156.5;1122.5;1153.5;-329.5;781.5;233.5;306.5;1133.0;79.5;-613.0
1020;191.0;769.0;811.5;-18.5;321.5;189.5;369.0;848.0;212.5;-838.5
1021;327.5;427.0;431.5;0.0;127.0;221.0;409.0;817.5;199.0;-1043.0
1022;543.5;331.5;465.5;-113.5;91.0;257.5;388.5;446.0;-359.5;-1041.0
1023;32.0;242.5;425.5;-853.0;78.0;359.5;201.5;268.0;-978.5;-1030.0
1024;524.5;369.0;513.5;-1116.5;414.0;430.0;218.0;249.5;-1084.5;-1010.5
1025;400.0;406.0;491.0;-1142.5;406.0;377.5;180.0;203.0;-196.5;-223.5
1026;688.0;643.0;602.5;-495.5;650.5;590.5;528.5;400.0;273.0;517.5
1027;926.0;908.5;1272.5;0.0;1340.5;1102.5;982.5;678.0;263.5;930.0
1028;179.0;413.5;634.5;-156.0;984.0;622.5;641.5;1050.0;459.0;732.0
1029;-495.5;136.5;7.5;-812.5;391.5;373.0;439.5;249.0;202.5;404.0
1030;-649.0;290.5;204.0;-999.5;264.5;268.0;326.5;-310.5;207.5;886.5
1031;-648.0;411.0;474.0;-656.0;277.0;330.0;286.0;-166.0;0.0;269.5
1032;-647.0;272.0;667.5;-811.5;447.0;129.0;230.5;0.0;-918.5;-410.5
1033;-648.0;355.5;66.5;-1140.5;417.0;0.0;-243.0;0.0;-1153.5;-773.5
1034;-956.5;419.0;-437.5;-1141.0;1.0;-374.0;-986.0;-144.0;-1193.0;-799.5
1035;-1218.5;202.0;-1133.0;-1140.0;-651.0;-724.5;-1128.5;-782.5;-1283.5;-968.0
1036;-1216.0;-643.0;-1290.5;-528.5;-813.0;-1218.5;-1127.5;-984.0;-1286.0;-1023.5
1037;-1165.0;-579.0;-1290.0;-922.5;-260.0;-612.0;-877.0;-739.0;-1285.5;-856.0
1038;-317.5;-101.5;-1288.5;-641.0;257.5;381.0;-47.5;-574.0;-162.0;180.5
1039;599.5;226.0;-1287.0;222.0;286.5;1114.5;275.0;-491.5;380.0;827.0
1040;1032.5;230.5;-460.5;626.5;396.0;1229.5;372.5;-344.0;237.0;1194.0
1041;1230.0;210.0;211.5;1238.5;361.5;1016.5;571.0;-163.0;359.5;500.5
1042;1265.5;341.5;481.5;1152.5;419.5;470.5;903.5;-163.0;292.0;315.5
1043;1539.5;339.5;500.5;927.0;471.5;344.0;488.0;-163.5;217.5;88.0
1044;1202.5;13.0;489.5;909.0;333.0;277.5;235.5;-127.5;670.5;-251.0
1045;1059.5;0.0;226.5;516.0;311.5;292.5;168.0;0.0;398.5;-580.5
1046;1054.5;-98.0;0.0;282.0;361.5;195.5;0.0;-145.0;297.5;-600.5
1047;460.0;-488.5;-250.0;278.0;400.0;180.0;-96.0;-327.0;242.0;-544.0
1048;244.0;-88.0;-488.0;0.0;277.5;292.0;-148.0;-1.5;325.0;43.0
1049;542.5;0.0;-256.0;0.0;190.0;346.5;306.5;224.5;391.5;521.0
1050;1107.5;143.5;167.0;283.5;753.5;786.5;624.0;865.5;463.5;847.0
1051;1360.0;143.0;633.0;611.5;1388.0;825.0;912.0;1113.5;414.0;965.0
1052;889.0;0.0;40.0;242.5;1260.5;379.0;1080.5;424.0;474.0;897.0
1053;117.0;0.0;-805.5;97.5;751.0;135.0;269.0;42.5;230.5;833.5
1054;232.0;0.0;-830.5;277.0;931.5;405.5;285.0;117.5;299.5;757.5
1055;374.0;0.0;-718.0;259.5;998.5;385.0;644.0;253.5;311.0;393.5
1056;96.5;-449.0;-1205.5;-186.5;621.5;295.5;181.0;433.0;-918.5;261.0
1057;-734.5;-668.5;-1288.0;-923.0;494.5;176.5;95.5;202.5;-1153.5;134.5
1058;-929.5;-770.5;-1288.5;-829.0;258.0;203.5;-73.0;-311.0;-1193.0;-73.5
1059;-1122.5;-1204.5;-1284.5;-944.5;-635.5;-9.5;-472.5;-608.5;-1283.5;-48.0
1060;-1151.0;-1222.0;-1282.5;-1142.5;-1299.5;-653.0;-487.5;-1109.0;-1286.0;-49.0
1061;-1060.0;-1222.5;-1282.0;-1142.0;-547.5;-154.5;95.5;-857.0;-1285.5;0.0
1062;-515.0;-1223.0;-1282.0;-737.5;196.5;502.5;185.5;-206.5;-162.0;686.0
1063;210.0;-1222.5;-1281.0;231.0;262.0;868.5;798.0;25.5;380.0;1203.5
1064;589.5;-830.5;-1279.5;406.0;645.0;796.0;1342.5;91.0;237.0;1163.0
1065;383.0;198.5;-845.5;677.5;1246.5;795.5;1335.0;90.5;359.5;654.0
1066;764.5;362.0;-807.0;656.5;1174.0;189.5;1077.5;114.0;292.0;336.0
1067;1393.5;343.5;-804.0;571.0;842.0;282.0;677.5;205.0;217.5;287.5
1068;1510.0;344.0;-484.0;332.0;495.0;257.5;437.0;167.0;670.5;406.0
1069;1410.5;267.5;-933.5;183.0;340.5;257.0;328.5;87.5;398.5;-241.5
1070;1395.0;90.0;-1226.5;203.0;296.5;296.5;296.0;-396.0;297.5;-429.5
1071;713.5;-467.0;-1278.5;621.0;280.0;284.0;273.5;-543.5;242.0;-971.5
1072;556.5;-885.5;-1236.5;500.0;417.0;228.5;370.0;-163.0;325.0;-973.0
1073;998.0;-96.0;-962.5;278.5;554.0;432.5;419.0;-20.0;391.5;-972.5
1074;1322.5;306.5;-161.0;627.0;701.5;712.0;1028.0;646.0;463.5;-532.0
1075;1328.0;714.5;488.0;1254.0;830.5;566.5;1144.0;357.0;414.0;236.5
1076;260.0;509.0;127.5;673.5;316.5;273.5;498.0;127.5;474.0;395.0
1077;-258.0;76.5;-434.5;0.0;205.5;399.5;285.5;0.0;230.5;184.0
1078;-236.5;328.5;-351.0;139.5;357.5;227.0;242.5;0.0;299.5;118.5
1079;0.0;358.0;-84.0;222.0;178.5;372.5;443.0;-115.0;0.0;102.0
1080;-490.5;58.5;-688.5;35.5;-759.5;251.5;938.5;-543.5;361.5;43.0
1081;-974.5;-657.5;-964.5;-493.5;-978.0;-23.5;1106.5;-991.0;-220.5;-110.5
1082;-1070.5;-1074.0;-963.5;-662.5;-980.5;-884.0;31.5;-1147.0;-1057.5;-163.0
1083;-1221.0;-1221.0;-962.0;-945.0;-1220.0;-1137.0;-167.0;-1147.0;-1209.5;-163.0
1084;-1220.5;-1221.0;-892.0;-1144.5;-1300.5;-905.0;-328.0;-1144.0;-1293.0;-163.0
1085;-1220.0;-1221.0;-802.0;-1141.0;-1227.0;-815.0;-327.0;-1145.0;-1247.0;-28.5
1086;-682.0;-1221.0;-801.5;12.0;-53.0;-154.5;-327.5;-145.0;-971.0;288.0
1087;-1048.5;-1222.0;38.0;651.5;208.0;743.5;-56.5;288.0;-28.5;465.0
1088;-1222.0;-1220.5;357.0;661.0;220.5;867.5;0.0;386.5;334.5;681.0
1089;-1222.5;-1220.0;370.0;630.0;686.5;618.5;19.0;1056.0;814.0;676.0
1090;-678.5;-984.0;243.0;231.5;989.5;336.5;106.0;1016.0;967.0;499.0
1091;-490.0;-810.0;162.5;123.0;398.0;338.5;56.5;528.5;403.0;232.5
1092;-274.5;-484.5;153.0;0.0;383.5;343.5;0.0;548.0;232.0;-211.5
1093;-189.0;-133.5;-184.0;0.0;378.0;197.5;-444.0;687.5;-290.0;-462.5
1094;-620.5;-991.5;-765.0;159.5;246.0;260.0;-1272.0;692.5;-537.0;-526.0
1095;-1186.5;-1219.0;-803.0;0.0;343.5;314.5;-1085.0;716.5;-282.5;-296.0
1096;-1220.0;-1219.5;-802.5;0.0;456.5;456.0;-841.0;509.0;307.5;-36.5
1097;-846.5;-1110.0;-107.0;-216.5;458.0;328.0;-744.0;337.5;445.5;162.0
1098;377.5;-90.0;187.5;-325.0;967.5;710.5;-442.0;526.0;423.5;1035.0
1099;1447.0;273.0;852.0;-2.5;847.5;873.5;0.0;716.5;358.0;1031.5
1100;416.5;78.0;916.5;0.0;399.5;356.5;-499.0;384.5;376.0;695.0
1101;0.0;0.0;764.0;0.0;337.0;220.0;-1182.0;282.0;-290.5;136.0
1102;258.0;208.5;462.5;358.0;241.0;234.0;-1137.0;316.5;-1107.0;697.0
1103;307.5;13.5;304.0;294.5;133.0;360.5;-974.0;283.5;-1149.0;1026.0
1104;-225.5;-188.0;-185.0;-26.0;-485.0;364.0;-1103.0;367.0;361.5;345.5
1105;-1018.0;-608.0;-485.0;-893.0;-1089.5;377.0;-1291.5;324.0;-220.5;0.0
1106;-1219.5;-883.0;-613.0;-983.5;-1301.0;124.5;-1291.0;289.0;-1057.5;0.0
1107;-1220.0;-1085.0;-963.0;-1069.5;-1301.0;-446.0;-1291.0;260.0;-1209.5;0.0
1108;-1218.0;-1216.0;-962.5;-1143.0;-1300.0;-979.0;-1289.0;192.5;-1293.0;0.0
1109;-1218.5;-952.0;-608.5;-930.5;-1299.5;-904.5;-1289.5;248.5;-1247.0;94.0
1110;-1218.0;-381.5;197.0;-100.5;-373.0;-133.0;-1289.5;392.5;-971.0;269.0
1111;-1218.0;257.0;605.5;301.5;649.0;472.5;-1290.5;397.5;-28.5;269.0
1112;-1218.0;450.0;546.5;436.0;861.0;452.5;-1289.5;475.5;334.5;367.5
1113;-1218.0;635.5;553.0;223.0;775.5;452.5;-1155.0;673.5;814.0;571.5
1114;-1217.5;952.0;506.0;236.5;271.0;169.5;-1131.0;688.0;967.0;589.5
1115;-1218.0;950.0;184.0;97.0;0.0;-618.0;-931.5;751.0;403.0;539.0
1116;-1219.0;617.5;170.5;0.0;0.0;-330.5;-810.0;1038.5;232.0;409.0
1117;-1219.0;258.5;223.0;18.5;-509.0;-672.0;-871.5;689.5;-290.0;10.0
1118;-1217.5;411.0;128.0;195.5;-652.0;-1136.5;-1288.0;166.5;-537.0;0.0
1119;-1216.0;117.0;124.0;148.0;-619.0;-1300.0;-1173.5;251.0;-282.5;18.5
1120;-1214.5;399.5;264.0;0.0;0.0;35.0;-1127.0;333.0;307.5;364.0
1121;-1214.5;497.0;337.0;0.0;0.0;468.5;-1266.5;294.5;445.5;535.5
1122;-261.5;734.0;611.0;511.5;473.0;552.0;-648.5;459.0;423.5;533.5
1123;522.0;884.5;908.5;1056.5;682.0;291.5;-33.5;768.5;358.0;533.0
1124;511.0;245.5;882.0;342.5;453.5;249.5;-582.0;286.0;376.0;532.5
1125;234.0;200.5;550.5;70.0;214.5;356.5;-807.5;216.5;-290.5;326.0
1126;321.0;418.0;615.5;214.5;248.5;210.0;-537.0;252.5;-1097.5;32.5
1127;219.0;551.0;1049.0;275.5;265.5;61.0;-325.0;117.0;0.0;0.0
1128;-281.5;215.0;428.0;176.0;27.5;-145.5;-694.0;-340.0;167.5;0.0
1129;-1037.0;108.0;239.0;0.0;-1132.0;-411.0;-964.5;-1110.5;-1183.5;0.0
1130;-1210.0;-10.0;-127.5;-483.0;-1299.0;-871.0;-1105.5;-1151.0;-1290.5;0.0
1131;-1210.0;-791.0;-626.5;-1137.0;-1299.0;-1186.0;-1281.0;-1150.0;-1292.5;0.0
1132;-1209.5;-1218.0;-646.0;-1059.0;-1298.0;-1300.0;-1281.0;-986.0;-1291.5;0.0
1133;-1209.5;-972.0;-142.0;-579.0;-1297.0;-1254.0;-1279.0;-904.5;-1291.5;0.0
1134;-203.0;-50.0;44.0;0.0;-1296.5;-1140.0;-401.5;-197.5;-1227.0;0.0
1135;1105.5;409.0;335.0;105.5;-456.0;-1010.0;383.0;221.0;-24.5;0.0
1136;1030.0;672.5;257.0;825.5;384.5;-460.5;1139.5;189.5;388.0;0.0
1137;1031.5;1108.0;1044.5;1176.0;426.0;-852.0;1413.5;334.0;348.5;0.0
1138;560.5;1022.5;1420.5;449.5;296.0;-1136.5;977.0;52.0;86.0;0.0
1139;331.5;813.5;1269.5;546.0;117.5;-1135.5;537.0;66.5;2.5;0.0
1140;193.5;1251.5;1052.0;410.5;310.0;-1136.0;377.0;318.0;116.0;0.0
1141;165.0;1120.0;669.5;343.5;142.5;-1136.5;458.5;300.0;350.0;0.0
1142;126.5;913.0;679.5;316.5;-323.0;-1134.5;408.0;243.5;288.5;0.0
1143;214.0;892.0;263.5;476.5;-939.0;-1249.5;365.5;419.0;62.0;0.0
1144;261.5;830.5;349.0;90.0;-977.0;-778.0;355.0;370.5;476.0;0.0
1145;137.0;615.0;237.5;0.0;-155.5;-114.0;218.0;469.5;635.0;249.0
1146;495.0;793.0;428.0;338.0;291.0;389.5;439.0;492.5;1224.5;408.0
1147;1184.5;1154.0;1004.5;472.0;565.0;298.0;1085.5;834.5;1159.5;237.0
1148;704.0;694.0;670.5;326.0;718.0;137.5;782.0;302.5;597.0;70.5
1149;202.0;236.0;120.5;271.5;218.0;-474.5;301.0;219.0;463.5;97.5
1150;224.5;593.5;463.5;355.0;126.0;-299.0;0.0;177.0;485.0;267.5
1151;296.0;668.5;345.5;277.0;241.5;127.0;-613.0;48.0;373.0;284.5
1152;-184.0;442.0;289.0;364.5;-33.5;126.0;-932.5;0.0;252.0;122.5
1153;-869.5;413.5;295.5;142.5;-547.5;-652.0;-1284.5;0.0;338.0;-121.5
1154;-1064.5;289.5;-112.0;-126.0;-1170.5;-804.0;-1284.0;-365.0;215.0;-573.5
1155;-1213.0;393.5;-974.5;-685.0;-1296.0;-919.0;-1284.0;-1058.0;-756.5;-873.5
1156;-1213.5;502.5;-1285.0;-1109.0;-1296.5;-860.0;-1283.0;-1149.0;-1234.5;-878.5
1157;-1198.0;399.0;-1283.0;-1145.5;-1294.5;-364.5;-1068.5;-830.0;-1235.0;-1084.5
1158;-205.5;338.0;-819.5;-1105.5;-1294.0;277.0;-301.5;-164.5;-116.0;-1176.0
1159;490.0;581.5;344.0;-843.5;-1150.5;856.5;322.5;451.0;333.0;-898.0
1160;709.5;715.5;591.0;-563.0;-973.5;573.0;550.5;382.5;388.5;-1174.5
1161;1134.5;693.0;1359.5;153.0;-32.5;294.0;1394.0;0.0;371.5;-1256.0
1162;1170.0;645.0;1469.0;413.0;280.0;248.0;655.5;0.0;119.0;-1202.0
1163;1120.5;606.5;1467.0;239.5;345.5;217.0;234.0;1.5;0.0;-1290.5
1164;986.0;207.5;1309.5;78.0;0.0;289.0;251.0;348.5;-534.0;-1187.5
1165;689.5;190.0;865.5;-590.5;-472.5;272.5;644.5;794.5;-552.5;-1174.5
1166;461.0;416.0;500.0;-822.0;-540.5;279.0;294.5;429.5;-804.5;-1197.0
1167;522.0;431.0;222.0;-1135.0;-813.0;380.5;301.5;283.0;-1121.5;-1182.0
1168;409.5;439.5;192.5;-1144.0;-813.0;540.0;414.5;1.5;-1031.5;-1008.0
1169;274.0;524.0;116.5;-940.0;-638.5;455.5;378.0;0.0;-124.5;96.5
1170;607.5;629.0;240.0;44.5;-80.0;435.5;477.0;416.5;965.0;429.0
1171;1142.0;1196.0;489.0;549.5;346.0;323.5;703.5;573.5;1315.5;487.0
1172;688.0;1264.5;247.5;604.0;1188.0;215.0;651.0;303.5;646.5;384.5
1173;84.5;674.0;152.5;301.5;513.5;111.5;359.0;211.0;291.0;363.5
1174;576.5;738.0;417.0;283.0;327.5;0.0;351.0;196.5;417.0;189.5
1175;549.0;640.0;670.5;347.0;291.5;0.0;50.0;32.0;0.0;-485.5
1176;-499.5;297.5;502.5;353.5;-133.5;-441.0;-383.0;-459.5;-287.0;-903.5
1177;-1210.0;222.0;183.5;84.5;-650.0;-652.0;-1286.0;-981.0;-752.5;-1121.5
1178;-1218.5;-231.5;-396.0;-483.0;-936.5;-1169.0;-1286.5;-1063.5;-992.0;-1179.5
1179;-1218.5;-803.5;-1119.0;-1046.0;-1133.5;-1293.5;-1285.0;-1141.5;-1161.0;-1148.0
1180;-1216.5;-902.0;-1289.0;-1143.0;-1132.5;-1292.5;-1284.0;-1141.0;-1291.5;-873.5
1181;-1218.0;-337.5;-705.5;-1143.5;-973.5;-1200.5;-1283.5;-787.5;-1181.0;-673.0
1182;-449.5;293.0;-257.5;-989.5;42.5;-123.0;-175.5;184.0;-916.0;-920.5
1183;190.5;475.5;3.5;-980.0;259.5;412.5;714.5;494.5;-43.0;-1208.5
1184;352.0;838.0;564.5;-980.0;272.0;532.5;697.5;393.5;227.5;-1195.0
1185;615.0;828.5;571.0;-963.0;1060.0;472.0;720.5;333.5;400.0;-1188.5
1186;1210.5;758.5;527.0;-825.0;1409.0;367.0;636.5;38.5;689.5;-1217.5
1187;1376.5;532.5;223.0;-980.0;1028.5;338.5;407.0;1.0;346.0;-916.5
1188;1058.5;284.0;174.0;-211.5;780.0;314.5;388.5;86.5;224.5;-520.5
1189;512.0;206.0;256.5;-595.0;652.5;283.0;391.5;352.5;-37.5;-729.5
1190;179.0;810.0;178.0;-972.5;1279.0;304.5;416.0;366.5;-1080.0;-1083.0
1191;358.5;311.0;0.0;-1141.5;1422.5;137.0;438.0;423.5;-1182.0;-1282.0
1192;403.0;-487.0;0.0;-1139.5;751.0;130.5;498.0;432.5;-1152.0;-999.0
1193;240.0;-470.5;0.0;-1018.0;692.0;106.0;462.5;510.5;-247.5;93.5
1194;598.5;-29.0;691.5;-182.0;611.0;501.0;1001.5;550.0;248.0;413.5
1195;1282.0;924.5;1209.0;359.0;654.0;787.0;1157.0;642.5;486.5;393.5
1196;875.0;408.0;230.5;-95.5;777.5;533.0;941.0;348.5;458.0;305.5
1197;320.5;64.5;-465.5;-875.0;622.5;397.0;800.0;213.5;466.0;197.5
1198;312.0;79.0;170.0;-432.0;601.5;396.0;1090.5;0.0;977.5;87.5
1199;174.0;107.0;185.5;0.0;344.5;231.0;1168.0;14.5;489.0;-375.0
1200;-489.5;146.0;-6.0;-257.0;-454.0;184.0;669.5;567.0;-83.0;-644.0
1201;-897.0;164.5;-485.5;-490.0;-1132.0;84.0;211.5;259.5;-446.0;-619.0
1202;-969.0;-110.5;-503.0;-894.0;-1298.0;-83.0;158.5;-274.0;-629.0;-696.0
1203;-1221.5;-846.5;-975.5;-1108.5;-1297.0;-705.5;167.0;-800.0;-1149.0;-1122.5
1204;-1221.5;-1225.5;-1131.0;-1138.5;-1297.0;-556.0;106.5;-1077.0;-1214.0;-1231.5
1205;-1220.5;-677.5;-1130.0;-1137.0;-948.5;185.5;122.5;-1141.0;-1204.0;-1196.0
1206;-653.5;35.5;-826.0;-878.0;-88.5;424.0;345.0;-1016.0;-1215.0;-685.5
1207;455.5;195.0;104.5;184.0;149.0;546.5;1258.5;-719.5;-1193.5;135.5
1208;603.0;284.0;225.0;471.0;371.5;1283.5;1164.5;-312.0;-1193.5;556.0
1209;630.5;1102.5;422.0;904.5;407.0;1227.0;443.5;-163.0;-1214.5;565.5
1210;200.5;692.5;103.5;655.0;376.5;507.0;180.5;-583.0;-1193.0;355.5
1211;0.0;687.0;0.0;285.0;344.0;224.5;237.0;-1141.0;-1182.5;160.5
1212;0.0;191.5;302.5;273.0;341.0;180.0;288.0;-774.5;-1173.5;-216.0
1213;0.0;190.0;66.0;619.0;381.5;160.0;300.0;-885.0;-1180.5;-639.0
1214;0.0;502.0;-652.5;464.0;516.5;200.5;330.5;-1139.5;-1182.5;-790.0
1215;0.0;335.0;-1111.0;233.0;408.0;251.5;213.0;-907.5;-1204.0;-747.0
1216;0.0;143.0;-1129.5;258.0;196.5;492.5;231.0;-588.5;-1195.5;-356.0
1217;0.0;329.5;-426.0;180.0;154.0;494.5;236.5;-641.5;-1211.5;-117.5
1218;341.0;514.5;93.0;216.0;491.5;588.5;264.0;-379.0;-519.0;414.0
1219;878.5;432.0;41.0;425.5;1360.0;817.5;304.0;-3.5;-26.5;562.0
1220;573.5;382.5;-273.5;-327.0;786.0;459.5;315.0;-502.0;-58.5;405.5
1221;149.0;266.5;-794.0;-418.0;88.5;432.5;283.5;-931.5;-375.0;408.5
1222;248.0;287.0;-436.5;359.5;-326.5;589.0;298.0;-900.0;-630.5;243.0
1223;411.5;288.5;-194.5;220.0;-0.5;468.0;183.0;-897.5;-897.5;181.5
1224;-328.5;844.5;-730.0;177.0;-398.5;402.5;-73.5;-977.5;-1077.5;188.5
1225;-963.5;0.0;-969.0;-299.0;-885.0;396.0;-400.0;-974.5;-1180.0;111.5
1226;-1059.0;-557.0;-1121.5;-746.0;-978.0;377.5;-759.5;-975.5;-1235.0;-288.5
1227;-1122.5;-1151.5;-1285.0;-1096.5;-1122.5;414.5;-1179.5;-974.5;-749.0;-743.5
1228;-1219.0;-1227.5;-1285.0;-1140.0;-1298.0;453.0;-1292.0;-973.0;-1023.5;-1009.0
1229;-1219.5;-1043.0;-1284.5;-1138.0;-1061.0;373.0;-1074.5;-973.5;-1179.0;-197.0
1230;-45.0;-974.5;-1285.0;-129.0;-14.5;330.5;-2.5;-972.5;-712.5;249.0
1231;505.0;-975.0;-1284.5;401.5;363.5;629.0;555.5;-972.0;175.5;454.5
1232;772.5;-768.0;-1042.5;467.5;1102.0;692.0;661.5;-989.0;1243.0;1219.5
1233;881.5;-33.0;-893.0;993.5;1098.5;673.5;506.5;-1110.0;664.0;1485.0
1234;1133.5;0.0;-1125.5;232.0;579.0;503.0;258.5;-1133.5;378.0;890.5
1235;1108.0;22.0;-1066.5;224.0;251.5;329.5;305.0;-1134.0;407.5;719.0
1236;518.5;504.0;-73.5;341.5;199.5;351.5;246.5;-1134.0;272.0;159.0
1237;222.0;161.5;-418.0;9.5;325.5;365.5;267.5;-1134.0;-577.5;-232.0
1238;307.0;0.0;-964.0;0.0;308.0;384.5;281.5;-1132.0;-1073.5;-552.5
1239;173.0;-435.0;-1193.0;0.0;199.5;420.0;342.0;-725.5;-1028.5;-803.0
1240;3.5;-742.0;-1243.5;301.0;487.5;436.5;374.0;-485.5;-1054.5;-494.0
1241;3.5;-211.5;-982.0;286.0;503.5;386.0;358.5;266.0;-333.5;0.0
1242;359.5;360.5;-717.5;578.0;933.5;793.5;726.5;618.0;320.0;553.5
1243;1337.0;846.0;32.0;579.5;1433.5;1232.5;1075.0;863.5;450.0;1405.0
1244;803.5;463.5;148.0;-269.0;554.0;716.0;395.0;462.5;440.0;1419.5
1245;197.0;127.0;76.5;-895.5;-124.0;488.0;267.0;252.0;429.0;755.0
1246;266.0;138.0;510.0;110.0;-312.0;305.0;240.0;254.5;333.0;397.5
1247;572.5;533.5;399.0;113.0;182.0;174.5;227.5;271.0;317.0;263.5
1248;-43.0;699.5;-434.5;-91.0;289.5;88.0;28.0;340.5;160.0;88.5
1249;-744.5;-398.0;-1071.0;-328.0;0.0;-327.0;0.0;260.5;-272.5;0.0
1250;-1105.0;-650.0;-1051.5;-685.0;-652.0;-719.5;-461.5;-259.5;-541.0;-470.5
1251;-1220.5;-1195.0;-1024.5;-1140.0;-1299.0;-1209.0;-1229.5;-719.5;-1065.5;-1126.5
1252;-1222.0;-1034.0;-1120.0;-1140.0;-1298.5;-1300.0;-1294.0;-795.5;-1188.0;-1282.0
1253;-1222.0;-976.0;-1119.0;-1128.0;-490.5;-404.5;-1295.5;-41.5;-387.0;-714.5
1254;-1221.5;-974.0;-29.0;-62.5;309.5;182.5;-1292.0;375.5;360.5;497.5
1255;-1222.5;-652.5;0.0;321.0;1138.0;150.0;-547.0;267.5;396.0;1222.0
1256;-1034.5;-650.5;23.0;223.0;1333.0;375.0;0.0;82.0;383.5;1001.5
1257;-652.5;-516.0;299.0;270.0;1157.5;470.0;0.0;102.0;307.5;425.5
1258;-70.0;-490.0;291.5;272.5;488.0;255.5;-379.5;100.5;134.5;507.5
1259;0.0;-491.0;310.5;328.5;300.5;109.5;-1185.0;120.5;171.5;595.5
1260;0.0;-27.0;112.0;342.0;245.5;379.0;-1292.0;363.0;627.5;503.0
1261;0.0;-591.5;198.5;295.5;304.5;345.5;-1292.0;348.0;79.0;484.5
1262;-14.0;-1193.0;339.0;326.0;234.5;109.5;-1291.0;365.0;-602.5;550.5
1263;-458.0;-1228.5;58.0;337.5;331.0;0.0;-1291.5;389.0;-1051.5;743.5
1264;0.0;-1229.0;284.0;364.0;318.0;0.0;-1291.0;271.0;-1012.0;354.0
1265;0.0;-1094.0;213.5;367.0;333.5;0.0;-1255.5;239.5;-1005.5;345.0
1266;419.5;113.0;289.5;701.0;526.0;406.5;-269.5;514.5;-220.0;353.0
1267;1445.5;545.0;635.0;1025.5;1287.5;406.0;80.5;633.5;381.5;260.5
1268;735.0;65.0;271.0;476.0;908.0;66.5;-294.0;123.0;331.0;373.5
1269;2.0;-181.5;106.0;0.0;497.0;-405.0;-790.5;1060.5;341.5;416.0
1270;611.0;-321.5;304.0;677.5;922.0;-535.5;-590.5;1178.5;380.5;377.0
1271;586.0;0.0;226.5;508.0;853.0;-492.0;0.0;1095.5;323.5;450.0
1272;-181.0;-73.0;-292.0;255.0;486.0;-610.0;-73.5;268.0;380.5;283.0
1273;-852.5;-326.0;-697.5;0.0;482.0;-941.5;-694.5;-58.5;384.0;-226.0
1274;-1187.0;-451.5;-803.0;-63.5;-11.5;-1242.0;-1145.5;-721.5;-287.5;-325.5
